cryptic	ctrl
NYNRIN_acceptor_1	NYNRIN_7_11
NYNRIN_acceptor_1	NYNRIN_2_2
NYNRIN_acceptor_2	NYNRIN_2_49
NYNRIN_acceptor_2	NYNRIN_2_106
NYNRIN_acceptor_2	NYNRIN_2_92
NYNRIN_acceptor_2	NYNRIN_2_148
NYNRIN_acceptor_2	NYNRIN_2_159
NYNRIN_acceptor_2	NYNRIN_4_7
NYNRIN_acceptor_2	NYNRIN_2_80
NYNRIN_acceptor_2	NYNRIN_2_124
NYNRIN_acceptor_2	NYNRIN_2_62
NYNRIN_acceptor_2	NYNRIN_7_9
NYNRIN_donor_1	NYNRIN_2_47
NYNRIN_donor_1	NYNRIN_2_144
NYNRIN_donor_1	NYNRIN_2_35
NYNRIN_donor_1	NYNRIN_2_57
NYNRIN_donor_1	NYNRIN_7_13
NYNRIN_donor_1	NYNRIN_2_70
NYNRIN_donor_1	NYNRIN_2_82
NYNRIN_donor_1	NYNRIN_2_113
NYNRIN_donor_1	NYNRIN_4_6
NYNRIN_donor_1	NYNRIN_7_2
PAOX_acceptor_1	PAOX_2_26
PAOX_acceptor_1	PAOX_2_48
PAOX_acceptor_1	PAOX_4_2
PAOX_acceptor_1	PAOX_5_11
PAOX_acceptor_1	PAOX_2_1
PAOX_acceptor_1	PAOX_2_62
PAOX_acceptor_1	PAOX_2_80
PAOX_acceptor_1	PAOX_2_37
PAOX_acceptor_1	PAOX_2_13
PAOX_acceptor_1	PAOX_1_10
PAOX_donor_1	PAOX_2_70
PAOX_donor_1	PAOX_4_12
PAOX_donor_1	PAOX_2_25
PAOX_donor_1	PAOX_5_3
PAOX_donor_1	PAOX_2_54
PAOX_donor_1	PAOX_1_9
PAOX_donor_1	PAOX_3_1
PAOX_donor_1	PAOX_2_4
PAOX_donor_1	PAOX_2_82
PAOX_donor_1	PAOX_2_14
PCBP3_acceptor_1	PCBP3_10_309
PCBP3_acceptor_1	PCBP3_10_353
PCBP3_acceptor_1	PCBP3_10_102
PCBP3_acceptor_1	PCBP3_11_155
PCBP3_acceptor_1	PCBP3_11_126
PCBP3_acceptor_1	PCBP3_10_32
PCBP3_acceptor_1	PCBP3_10_138
PCBP3_acceptor_1	PCBP3_10_435
PCBP3_acceptor_1	PCBP3_10_450
PCBP3_acceptor_1	PCBP3_1_39
PEPD_donor_1	PEPD_9_61
PEPD_donor_1	PEPD_8_1
PEPD_donor_1	PEPD_1_70
PEPD_donor_1	PEPD_1_86
PEPD_donor_1	PEPD_4_30
PEPD_donor_1	PEPD_4_14
PEPD_donor_1	PEPD_1_147
PEPD_donor_1	PEPD_8_83
PEPD_donor_1	PEPD_8_152
PEPD_donor_1	PEPD_8_125
PFKP_acceptor_1	PFKP_2_12
PFKP_acceptor_1	PFKP_11_12
PFKP_acceptor_1	PFKP_8_75
PFKP_acceptor_1	PFKP_3_3
PFKP_acceptor_1	PFKP_8_36
PFKP_acceptor_1	PFKP_15_14
PFKP_acceptor_1	PFKP_16_1
PFKP_acceptor_1	PFKP_16_222
PFKP_acceptor_1	PFKP_13_1
PFKP_acceptor_1	PFKP_16_18
PFKP_donor_1	PFKP_16_151
PFKP_donor_1	PFKP_16_34
PFKP_donor_1	PFKP_10_3
PFKP_donor_1	PFKP_16_129
PFKP_donor_1	PFKP_15_20
PFKP_donor_1	PFKP_9_36
PFKP_donor_1	PFKP_8_50
PFKP_donor_1	PFKP_16_46
PFKP_donor_1	PFKP_8_61
PFKP_donor_1	PFKP_8_13
PHF2_acceptor_1	PHF2_15_28
PHF2_acceptor_1	PHF2_1_105
PHF2_acceptor_1	PHF2_2_60
PHF2_acceptor_1	PHF2_2_142
PHF2_acceptor_1	PHF2_1_44
PHF2_acceptor_1	PHF2_15_98
PHF2_acceptor_1	PHF2_15_42
PHF2_acceptor_1	PHF2_2_7
PHF2_acceptor_1	PHF2_2_170
PHF2_acceptor_1	PHF2_4_11
PHF2_donor_1	PHF2_4_12
PHF2_donor_1	PHF2_9_6
PHF2_donor_1	PHF2_8_21
PHF2_donor_1	PHF2_2_97
PHF2_donor_1	PHF2_15_3
PHF2_donor_1	PHF2_4_69
PHF2_donor_1	PHF2_3_35
PHF2_donor_1	PHF2_2_14
PHF2_donor_1	PHF2_4_49
PHF2_donor_1	PHF2_12_30
PKN1_acceptor_1	PKN1_3_89
PKN1_acceptor_1	PKN1_1_30
PKN1_acceptor_1	PKN1_1_7
PKN1_acceptor_1	PKN1_10_5
PKN1_acceptor_1	PKN1_3_47
PKN1_acceptor_1	PKN1_11_12
PKN1_acceptor_1	PKN1_11_41
PKN1_acceptor_1	PKN1_3_35
PKN1_acceptor_1	PKN1_3_10
PKN1_acceptor_1	PKN1_3_70
PLEKHM1P1_donor_1	PLEKHM1P1_1_40
PLEKHM1P1_donor_1	PLEKHM1P1_1_30
PLEKHM1P1_donor_1	PLEKHM1P1_1_13
PLEKHM1P1_donor_1	PLEKHM1P1_1_81
PLEKHM1P1_donor_1	PLEKHM1P1_1_51
PLEKHM1P1_donor_1	PLEKHM1P1_1_2
PLEKHM1P1_donor_1	PLEKHM1P1_1_67
PLSCR3_acceptor_1	PLSCR3_1_14
PLSCR3_acceptor_1	PLSCR3_1_27
PLSCR3_acceptor_1	PLSCR3_1_1
PRELID3A_donor_1	PRELID3A_2_31
PRELID3A_donor_1	PRELID3A_5_13
PRELID3A_donor_1	PRELID3A_2_6
PRELID3A_donor_1	PRELID3A_5_75
PRELID3A_donor_1	PRELID3A_4_3
PRELID3A_donor_1	PRELID3A_3_29
PRELID3A_donor_1	PRELID3A_5_28
PRELID3A_donor_1	PRELID3A_2_16
PRELID3A_donor_1	PRELID3A_5_44
PRELID3A_donor_1	PRELID3A_5_57
PRELID3A_donor_2	PRELID3A_5_16
PRELID3A_donor_2	PRELID3A_3_2
PRELID3A_donor_2	PRELID3A_5_33
PRELID3A_donor_2	PRELID3A_5_62
PRELID3A_donor_2	PRELID3A_2_1
PRELID3A_donor_2	PRELID3A_2_25
PRELID3A_donor_2	PRELID3A_3_13
PRELID3A_donor_2	PRELID3A_5_49
PRELID3A_donor_2	PRELID3A_5_1
PRELID3A_donor_2	PRELID3A_5_82
PRKAR1B_acceptor_1	PRKAR1B_3_125
PRKAR1B_acceptor_1	PRKAR1B_6_46
PRKAR1B_acceptor_1	PRKAR1B_3_143
PRKAR1B_acceptor_1	PRKAR1B_5_45
PRKAR1B_acceptor_1	PRKAR1B_2_92
PRKAR1B_acceptor_1	PRKAR1B_6_166
PRKAR1B_acceptor_1	PRKAR1B_5_55
PRKAR1B_acceptor_1	PRKAR1B_6_127
PRKAR1B_acceptor_1	PRKAR1B_2_30
PRKAR1B_acceptor_1	PRKAR1B_2_40
PRUNE2_donor_1	PRUNE2_9_9
PRUNE2_donor_1	PRUNE2_8_236
PRUNE2_donor_1	PRUNE2_8_118
PRUNE2_donor_1	PRUNE2_1_40
PRUNE2_donor_1	PRUNE2_8_217
PRUNE2_donor_1	PRUNE2_8_108
PRUNE2_donor_1	PRUNE2_1_84
PRUNE2_donor_1	PRUNE2_10_3
PRUNE2_donor_1	PRUNE2_1_73
PRUNE2_donor_1	PRUNE2_8_319
PRUNE2_donor_2	PRUNE2_1_26
PRUNE2_donor_2	PRUNE2_9_52
PRUNE2_donor_2	PRUNE2_1_67
PRUNE2_donor_2	PRUNE2_8_243
PRUNE2_donor_2	PRUNE2_4_19
PRUNE2_donor_2	PRUNE2_8_281
PRUNE2_donor_2	PRUNE2_7_12
PRUNE2_donor_2	PRUNE2_5_3
PRUNE2_donor_2	PRUNE2_7_34
PRUNE2_donor_2	PRUNE2_1_10
PSD_acceptor_1	PSD_13_21
PSD_acceptor_1	PSD_6_2
PSD_acceptor_1	PSD_10_1
PSD_acceptor_1	PSD_9_8
PSD_acceptor_1	PSD_13_1
PSD_acceptor_1	PSD_13_11
PSD_acceptor_1	PSD_11_1
PSD_acceptor_1	PSD_2_1
PSME3IP1_donor_1	PSME3IP1_4_4
PSME3IP1_donor_1	PSME3IP1_2_34
PSME3IP1_donor_1	PSME3IP1_1_82
PSME3IP1_donor_1	PSME3IP1_1_137
PSME3IP1_donor_1	PSME3IP1_1_127
PSME3IP1_donor_1	PSME3IP1_1_32
PSME3IP1_donor_1	PSME3IP1_1_53
PSME3IP1_donor_1	PSME3IP1_1_169
PSME3IP1_donor_1	PSME3IP1_1_95
PSME3IP1_donor_1	PSME3IP1_1_109
PTPRM_donor_1	PTPRM_10_411
PTPRM_donor_1	PTPRM_19_165
PTPRM_donor_1	PTPRM_21_209
PTPRM_donor_1	PTPRM_10_210
PTPRM_donor_1	PTPRM_2_267
PTPRM_donor_1	PTPRM_19_136
PTPRM_donor_1	PTPRM_2_211
PTPRM_donor_1	PTPRM_21_49
PTPRM_donor_1	PTPRM_19_125
PTPRM_donor_1	PTPRM_2_281
PWWP2A_acceptor_1	PWWP2A_5_63
PWWP2A_acceptor_1	PWWP2A_4_55
PWWP2A_acceptor_1	PWWP2A_5_191
PWWP2A_acceptor_1	PWWP2A_5_159
PWWP2A_acceptor_1	PWWP2A_4_107
PWWP2A_acceptor_1	PWWP2A_5_29
PWWP2A_acceptor_1	PWWP2A_4_31
PWWP2A_acceptor_1	PWWP2A_3_29
PWWP2A_acceptor_1	PWWP2A_5_80
PWWP2A_acceptor_1	PWWP2A_5_47
PXDN_acceptor_1	PXDN_14_10
PXDN_acceptor_1	PXDN_6_1
PXDN_acceptor_1	PXDN_15_9
PXDN_acceptor_1	PXDN_5_7
PXDN_acceptor_1	PXDN_9_46
PXDN_acceptor_1	PXDN_12_50
PXDN_acceptor_1	PXDN_9_10
PXDN_acceptor_1	PXDN_8_8
PXDN_acceptor_1	PXDN_5_73
PXDN_acceptor_1	PXDN_12_2
PXDN_donor_1	PXDN_9_27
PXDN_donor_1	PXDN_10_33
PXDN_donor_1	PXDN_12_30
PXDN_donor_1	PXDN_4_6
PXDN_donor_1	PXDN_8_4
PXDN_donor_1	PXDN_13_50
PXDN_donor_1	PXDN_13_19
PXDN_donor_1	PXDN_13_31
PXDN_donor_1	PXDN_13_7
PXDN_donor_1	PXDN_10_1
RAP1GAP_acceptor_1	RAP1GAP_15_15
RAP1GAP_acceptor_1	RAP1GAP_20_191
RAP1GAP_acceptor_1	RAP1GAP_20_231
RAP1GAP_acceptor_1	RAP1GAP_20_246
RAP1GAP_acceptor_1	RAP1GAP_21_10
RAP1GAP_acceptor_1	RAP1GAP_18_35
RAP1GAP_acceptor_1	RAP1GAP_5_20
RAP1GAP_acceptor_1	RAP1GAP_20_286
RAP1GAP_acceptor_1	RAP1GAP_20_429
RAP1GAP_acceptor_1	RAP1GAP_18_23
RAP1GAP_donor_1	RAP1GAP_3_15
RAP1GAP_donor_1	RAP1GAP_20_401
RAP1GAP_donor_1	RAP1GAP_20_248
RAP1GAP_donor_1	RAP1GAP_10_1
RAP1GAP_donor_1	RAP1GAP_20_152
RAP1GAP_donor_1	RAP1GAP_20_6
RAP1GAP_donor_1	RAP1GAP_20_432
RAP1GAP_donor_1	RAP1GAP_16_4
RAP1GAP_donor_1	RAP1GAP_3_27
RAP1GAP_donor_1	RAP1GAP_20_33
RASA3_acceptor_1	RASA3_19_28
RASA3_acceptor_1	RASA3_14_35
RASA3_acceptor_1	RASA3_16_44
RASA3_acceptor_1	RASA3_18_6
RASA3_acceptor_1	RASA3_19_17
RASA3_acceptor_1	RASA3_2_5
RASA3_acceptor_1	RASA3_22_60
RASA3_acceptor_1	RASA3_5_42
RASA3_acceptor_1	RASA3_18_164
RASA3_acceptor_1	RASA3_5_102
RELL1_donor_1	RELL1_2_148
RELL1_donor_1	RELL1_4_143
RELL1_donor_1	RELL1_2_65
RELL1_donor_1	RELL1_4_79
RELL1_donor_1	RELL1_4_21
RELL1_donor_1	RELL1_4_225
RELL1_donor_1	RELL1_4_281
RELL1_donor_1	RELL1_4_121
RELL1_donor_1	RELL1_4_133
RELL1_donor_1	RELL1_1_24
RNF115_acceptor_1	RNF115_5_273
RNF115_acceptor_1	RNF115_5_334
RNF115_acceptor_1	RNF115_5_354
RNF115_acceptor_1	RNF115_5_32
RNF115_acceptor_1	RNF115_5_115
RNF115_acceptor_1	RNF115_5_208
RNF115_acceptor_1	RNF115_5_247
RNF115_acceptor_1	RNF115_6_6
RNF115_acceptor_1	RNF115_5_172
RNF115_acceptor_1	RNF115_5_125
RNF115_donor_1	RNF115_5_98
RNF115_donor_1	RNF115_5_165
RNF115_donor_1	RNF115_5_88
RNF115_donor_1	RNF115_5_309
RNF115_donor_1	RNF115_5_356
RNF115_donor_1	RNF115_5_44
RNF115_donor_1	RNF115_5_227
RNF115_donor_1	RNF115_5_239
RNF115_donor_1	RNF115_4_20
RNF115_donor_1	RNF115_5_344
RNFT2_acceptor_1	RNFT2_3_131
RNFT2_acceptor_1	RNFT2_7_6
RNFT2_acceptor_1	RNFT2_2_27
RNFT2_acceptor_1	RNFT2_4_28
RNFT2_acceptor_1	RNFT2_6_19
RNFT2_acceptor_1	RNFT2_8_79
RNFT2_acceptor_1	RNFT2_3_149
RNFT2_acceptor_1	RNFT2_2_57
RNFT2_acceptor_1	RNFT2_3_16
RNFT2_acceptor_1	RNFT2_6_38
RPGRIP1L_acceptor_1	RPGRIP1L_1_28
RPGRIP1L_acceptor_1	RPGRIP1L_7_28
RPGRIP1L_acceptor_1	RPGRIP1L_1_6
RPGRIP1L_acceptor_1	RPGRIP1L_16_91
RPGRIP1L_acceptor_1	RPGRIP1L_16_16
RPGRIP1L_acceptor_1	RPGRIP1L_16_44
RPGRIP1L_acceptor_1	RPGRIP1L_2_120
RPGRIP1L_acceptor_1	RPGRIP1L_18_27
RPGRIP1L_acceptor_1	RPGRIP1L_2_135
RPGRIP1L_acceptor_1	RPGRIP1L_8_18
RSF1_acceptor_1	RSF1_6_28
RSF1_acceptor_1	RSF1_2_29
RSF1_acceptor_1	RSF1_1_6
RSF1_acceptor_1	RSF1_8_112
RSF1_acceptor_1	RSF1_8_45
RSF1_acceptor_1	RSF1_1_18
RSF1_acceptor_1	RSF1_1_82
RSF1_acceptor_1	RSF1_4_53
RSF1_acceptor_1	RSF1_6_6
RSF1_acceptor_1	RSF1_4_12
RTBDN_donor_1	RTBDN_3_2
SEMA3F_acceptor_1	SEMA3F_1_42
SEMA3F_acceptor_1	SEMA3F_10_7
SEMA3F_acceptor_1	SEMA3F_1_60
SEMA3F_acceptor_1	SEMA3F_1_88
SEMA3F_acceptor_1	SEMA3F_1_72
SEMA3F_acceptor_1	SEMA3F_1_19
SEMA3F_acceptor_1	SEMA3F_1_8
SEMA3F_acceptor_1	SEMA3F_1_31
SEMA3F_acceptor_1	SEMA3F_5_2
SEMA3F_acceptor_1	SEMA3F_1_99
SEPTIN7P2_acceptor_1	SEPTIN7P2_4_86
SEPTIN7P2_acceptor_1	SEPTIN7P2_2_12
SEPTIN7P2_acceptor_1	SEPTIN7P2_4_76
SEPTIN7P2_acceptor_1	SEPTIN7P2_4_65
SEPTIN7P2_acceptor_1	SEPTIN7P2_4_43
SEPTIN7P2_acceptor_1	SEPTIN7P2_4_14
SEPTIN7P2_acceptor_1	SEPTIN7P2_4_54
SEPTIN7P2_acceptor_1	SEPTIN7P2_5_2
SEPTIN7P2_acceptor_1	SEPTIN7P2_5_14
SEPTIN7P2_acceptor_1	SEPTIN7P2_1_5
SEPTIN7P2_donor_1	SEPTIN7P2_4_97
SEPTIN7P2_donor_1	SEPTIN7P2_4_8
SEPTIN7P2_donor_1	SEPTIN7P2_4_85
SEPTIN7P2_donor_1	SEPTIN7P2_2_24
SEPTIN7P2_donor_1	SEPTIN7P2_4_41
SEPTIN7P2_donor_1	SEPTIN7P2_4_59
SEPTIN7P2_donor_1	SEPTIN7P2_4_19
SEPTIN7P2_donor_1	SEPTIN7P2_5_10
SEPTIN7P2_donor_1	SEPTIN7P2_2_3
SEPTIN7P2_donor_1	SEPTIN7P2_4_29
SETD5_donor_1	SETD5_6_58
SETD5_donor_1	SETD5_11_4
SETD5_donor_1	SETD5_6_9
SETD5_donor_1	SETD5_6_35
SETD5_donor_1	SETD5_5_39
SETD5_donor_1	SETD5_5_21
SETD5_donor_1	SETD5_11_67
SETD5_donor_1	SETD5_5_9
SETD5_donor_1	SETD5_7_10
SETD5_donor_1	SETD5_11_14
SIPA1L3_acceptor_1	SIPA1L3_1_514
SIPA1L3_acceptor_1	SIPA1L3_1_609
SIPA1L3_acceptor_1	SIPA1L3_14_155
SIPA1L3_acceptor_1	SIPA1L3_14_138
SIPA1L3_acceptor_1	SIPA1L3_7_7
SIPA1L3_acceptor_1	SIPA1L3_14_7
SIPA1L3_acceptor_1	SIPA1L3_1_656
SIPA1L3_acceptor_1	SIPA1L3_1_903
SIPA1L3_acceptor_1	SIPA1L3_7_78
SIPA1L3_acceptor_1	SIPA1L3_1_432
SIPA1L3_donor_1	SIPA1L3_2_139
SIPA1L3_donor_1	SIPA1L3_1_848
SIPA1L3_donor_1	SIPA1L3_6_190
SIPA1L3_donor_1	SIPA1L3_2_176
SIPA1L3_donor_1	SIPA1L3_14_152
SIPA1L3_donor_1	SIPA1L3_6_156
SIPA1L3_donor_1	SIPA1L3_5_92
SIPA1L3_donor_1	SIPA1L3_4_6
SIPA1L3_donor_1	SIPA1L3_5_78
SIPA1L3_donor_1	SIPA1L3_1_208
SLC12A2-DT_acceptor_1	SLC12A2-DT_3_32
SLC12A2-DT_acceptor_1	SLC12A2-DT_3_2
SLC12A2-DT_acceptor_1	SLC12A2-DT_3_118
SLC12A2-DT_acceptor_1	SLC12A2-DT_3_102
SLC12A2-DT_acceptor_1	SLC12A2-DT_2_83
SLC12A2-DT_acceptor_1	SLC12A2-DT_2_23
SLC12A2-DT_acceptor_1	SLC12A2-DT_3_69
SLC12A2-DT_acceptor_1	SLC12A2-DT_2_7
SLC12A2-DT_acceptor_1	SLC12A2-DT_3_43
SLC12A2-DT_acceptor_1	SLC12A2-DT_3_157
SLC19A1_acceptor_1	SLC19A1_3_4
SLC19A1_acceptor_1	SLC19A1_5_3
SLC19A1_acceptor_1	SLC19A1_1_22
SLC19A1_acceptor_1	SLC19A1_1_75
SLC19A1_acceptor_1	SLC19A1_1_45
SLC19A1_acceptor_1	SLC19A1_4_2
SLC19A1_acceptor_1	SLC19A1_4_41
SLC19A1_acceptor_1	SLC19A1_4_21
SLC19A1_acceptor_1	SLC19A1_4_57
SLC19A1_acceptor_1	SLC19A1_1_61
SLC36A1_donor_1	SLC36A1_5_4
SLC36A1_donor_1	SLC36A1_6_22
SLC36A1_donor_1	SLC36A1_3_10
SLC36A1_donor_1	SLC36A1_8_31
SLC36A1_donor_1	SLC36A1_8_13
SLC36A1_donor_1	SLC36A1_6_2
SLC36A1_donor_1	SLC36A1_3_25
SLC36A1_donor_1	SLC36A1_8_64
SLC36A1_donor_1	SLC36A1_1_8
SLC36A1_donor_1	SLC36A1_8_51
SLC39A8_donor_1	SLC39A8_5_13
SLC39A8_donor_1	SLC39A8_2_87
SLC39A8_donor_1	SLC39A8_2_104
SLC39A8_donor_1	SLC39A8_2_156
SLC39A8_donor_1	SLC39A8_4_92
SLC39A8_donor_1	SLC39A8_9_77
SLC39A8_donor_1	SLC39A8_9_24
SLC39A8_donor_1	SLC39A8_9_196
SLC39A8_donor_1	SLC39A8_4_62
SLC39A8_donor_1	SLC39A8_4_45
SNCB_acceptor_1	SNCB_2_12
SNCB_acceptor_1	SNCB_2_73
SNCB_acceptor_1	SNCB_2_85
SNCB_acceptor_1	SNCB_2_50
SNCB_acceptor_1	SNCB_2_63
SNCB_acceptor_1	SNCB_2_33
SNCB_acceptor_1	SNCB_2_1
SNCB_acceptor_1	SNCB_2_22
SPRY4-AS1_donor_1	SPRY4-AS1_1_5
SPRY4-AS1_donor_1	SPRY4-AS1_3_79
SPRY4-AS1_donor_1	SPRY4-AS1_7_107
SPRY4-AS1_donor_1	SPRY4-AS1_3_20
SPRY4-AS1_donor_1	SPRY4-AS1_3_40
SPRY4-AS1_donor_1	SPRY4-AS1_2_52
SPRY4-AS1_donor_1	SPRY4-AS1_7_48
SPRY4-AS1_donor_1	SPRY4-AS1_4_9
SPRY4-AS1_donor_1	SPRY4-AS1_2_63
SPRY4-AS1_donor_1	SPRY4-AS1_7_79
STMN2_acceptor_1	STMN2_1_4
STMN2_acceptor_1	STMN2_3_72
STMN2_acceptor_1	STMN2_2_1
STMN2_acceptor_1	STMN2_2_257
STMN2_acceptor_1	STMN2_2_26
STMN2_acceptor_1	STMN2_3_21
STMN2_acceptor_1	STMN2_3_45
STMN2_acceptor_1	STMN2_3_99
STMN2_acceptor_1	STMN2_2_36
STMN2_acceptor_1	STMN2_2_11
STMN2_acceptor_2	STMN2_3_132
STMN2_acceptor_2	STMN2_2_158
STMN2_acceptor_2	STMN2_4_2
STMN2_acceptor_2	STMN2_3_10
STMN2_acceptor_2	STMN2_2_218
STMN2_acceptor_2	STMN2_3_41
STMN2_acceptor_2	STMN2_1_33
STMN2_acceptor_2	STMN2_2_239
STMN2_acceptor_2	STMN2_3_145
STMN2_acceptor_2	STMN2_3_61
STXBP5L_donor_1	STXBP5L_4_31
STXBP5L_donor_1	STXBP5L_1_926
STXBP5L_donor_1	STXBP5L_14_187
STXBP5L_donor_1	STXBP5L_10_187
STXBP5L_donor_1	STXBP5L_14_208
STXBP5L_donor_1	STXBP5L_10_111
STXBP5L_donor_1	STXBP5L_14_124
STXBP5L_donor_1	STXBP5L_16_188
STXBP5L_donor_1	STXBP5L_16_705
STXBP5L_donor_1	STXBP5L_1_96
STXBP5L_donor_2	STXBP5L_1_281
STXBP5L_donor_2	STXBP5L_10_37
STXBP5L_donor_2	STXBP5L_1_778
STXBP5L_donor_2	STXBP5L_10_176
STXBP5L_donor_2	STXBP5L_1_148
STXBP5L_donor_2	STXBP5L_8_23
STXBP5L_donor_2	STXBP5L_4_200
STXBP5L_donor_2	STXBP5L_11_53
STXBP5L_donor_2	STXBP5L_14_50
STXBP5L_donor_2	STXBP5L_16_12
SYT7_acceptor_1	SYT7_5_41
SYT7_acceptor_1	SYT7_6_417
SYT7_acceptor_1	SYT7_6_243
SYT7_acceptor_1	SYT7_4_80
SYT7_acceptor_1	SYT7_1_13
SYT7_acceptor_1	SYT7_1_41
SYT7_acceptor_1	SYT7_6_13
SYT7_acceptor_1	SYT7_6_482
SYT7_acceptor_1	SYT7_6_159
SYT7_acceptor_1	SYT7_6_174
SYT7_donor_1	SYT7_6_206
SYT7_donor_1	SYT7_6_377
SYT7_donor_1	SYT7_4_21
SYT7_donor_1	SYT7_6_407
SYT7_donor_1	SYT7_6_242
SYT7_donor_1	SYT7_6_160
SYT7_donor_1	SYT7_4_77
SYT7_donor_1	SYT7_6_196
SYT7_donor_1	SYT7_4_3
SYT7_donor_1	SYT7_1_8
SYT7_donor_2	SYT7_6_362
SYT7_donor_2	SYT7_1_40
SYT7_donor_2	SYT7_6_267
SYT7_donor_2	SYT7_1_71
SYT7_donor_2	SYT7_6_47
SYT7_donor_2	SYT7_6_155
SYT7_donor_2	SYT7_6_320
SYT7_donor_2	SYT7_6_215
SYT7_donor_2	SYT7_1_14
SYT7_donor_2	SYT7_6_11
TANK_acceptor_1	TANK_5_6
TANK_acceptor_1	TANK_5_31
TANK_acceptor_1	TANK_3_8
TANK_acceptor_1	TANK_5_20
TANK_acceptor_1	TANK_1_12
TANK_acceptor_1	TANK_2_2
TANK_acceptor_1	TANK_1_2
TARBP1_acceptor_1	TARBP1_12_117
TARBP1_acceptor_1	TARBP1_15_10
TARBP1_acceptor_1	TARBP1_11_19
TARBP1_acceptor_1	TARBP1_12_9
TARBP1_acceptor_1	TARBP1_12_33
TARBP1_acceptor_1	TARBP1_12_44
TARBP1_acceptor_1	TARBP1_16_10
TARBP1_acceptor_1	TARBP1_10_38
TARBP1_acceptor_1	TARBP1_15_41
TARBP1_acceptor_1	TARBP1_12_91
TBXAS1_acceptor_1	TBXAS1_6_146
TBXAS1_acceptor_1	TBXAS1_1_2
TBXAS1_acceptor_1	TBXAS1_9_335
TBXAS1_acceptor_1	TBXAS1_14_45
TBXAS1_acceptor_1	TBXAS1_11_81
TBXAS1_acceptor_1	TBXAS1_11_181
TBXAS1_acceptor_1	TBXAS1_9_729
TBXAS1_acceptor_1	TBXAS1_9_62
TBXAS1_acceptor_1	TBXAS1_4_53
TBXAS1_acceptor_1	TBXAS1_6_136
TENM3_donor_1	TENM3_4_228
TENM3_donor_1	TENM3_3_434
TENM3_donor_1	TENM3_12_44
TENM3_donor_1	TENM3_3_200
TENM3_donor_1	TENM3_2_1353
TENM3_donor_1	TENM3_2_387
TENM3_donor_1	TENM3_3_181
TENM3_donor_1	TENM3_9_268
TENM3_donor_1	TENM3_1_58
TENM3_donor_1	TENM3_2_426
TKFC_acceptor_1	TKFC_1_4
TKFC_acceptor_1	TKFC_5_10
TMEM117_acceptor_1	TMEM117_4_13
TMEM117_acceptor_1	TMEM117_3_96
TMEM117_acceptor_1	TMEM117_2_79
TMEM117_acceptor_1	TMEM117_5_244
TMEM117_acceptor_1	TMEM117_1_963
TMEM117_acceptor_1	TMEM117_1_805
TMEM117_acceptor_1	TMEM117_1_473
TMEM117_acceptor_1	TMEM117_1_250
TMEM117_acceptor_1	TMEM117_2_42
TMEM117_acceptor_1	TMEM117_1_181
TMEM117_donor_1	TMEM117_1_615
TMEM117_donor_1	TMEM117_5_1047
TMEM117_donor_1	TMEM117_1_866
TMEM117_donor_1	TMEM117_4_930
TMEM117_donor_1	TMEM117_4_1007
TMEM117_donor_1	TMEM117_5_1138
TMEM117_donor_1	TMEM117_2_99
TMEM117_donor_1	TMEM117_4_249
TMEM117_donor_1	TMEM117_1_1140
TMEM117_donor_1	TMEM117_5_460
TMEM117_donor_2	TMEM117_5_16
TMEM117_donor_2	TMEM117_1_77
TMEM117_donor_2	TMEM117_4_1184
TMEM117_donor_2	TMEM117_3_142
TMEM117_donor_2	TMEM117_5_756
TMEM117_donor_2	TMEM117_3_178
TMEM117_donor_2	TMEM117_4_282
TMEM117_donor_2	TMEM117_4_379
TMEM117_donor_2	TMEM117_5_796
TMEM117_donor_2	TMEM117_4_1150
TMEM144_acceptor_1	TMEM144_6_10
TMEM144_acceptor_1	TMEM144_2_6
TMEM144_acceptor_1	TMEM144_3_24
TMEM144_acceptor_1	TMEM144_4_43
TMEM144_acceptor_1	TMEM144_6_33
TMEM144_acceptor_1	TMEM144_2_31
TMEM144_acceptor_1	TMEM144_4_31
TMEM144_acceptor_1	TMEM144_3_2
TMEM144_acceptor_1	TMEM144_4_1
TMEM144_acceptor_1	TMEM144_6_22
TMEM144_donor_1	TMEM144_3_8
TMEM144_donor_1	TMEM144_2_26
TMEM144_donor_1	TMEM144_2_11
TMEM144_donor_1	TMEM144_4_16
TMEM144_donor_1	TMEM144_6_30
TMEM144_donor_1	TMEM144_5_3
TMEM144_donor_1	TMEM144_6_16
TMEM144_donor_1	TMEM144_3_25
TMEM144_donor_1	TMEM144_4_41
TMEM144_donor_1	TMEM144_4_28
TMEM260_acceptor_1	TMEM260_9_73
TMEM260_acceptor_1	TMEM260_2_18
TMEM260_acceptor_1	TMEM260_3_221
TMEM260_acceptor_1	TMEM260_6_3
TMEM260_acceptor_1	TMEM260_11_27
TMEM260_acceptor_1	TMEM260_10_10
TMEM260_acceptor_1	TMEM260_1_39
TMEM260_acceptor_1	TMEM260_9_9
TMEM260_acceptor_1	TMEM260_1_3
TMEM260_acceptor_1	TMEM260_3_138
TNFSF12_donor_1	TNFSF12_1_2
TRAPPC12_acceptor_1	TRAPPC12_4_50
TRAPPC12_acceptor_1	TRAPPC12_6_125
TRAPPC12_acceptor_1	TRAPPC12_6_181
TRAPPC12_acceptor_1	TRAPPC12_6_103
