"","gene_name.x","gene_id.x","lsv_id.x","num_junctions.x","num_exons.x","de_novo_junctions.x","seqid.x","strand.x","lsv_junc.x","junc_start.x","junc_end.x","ir_start.x","ir_end.x","paste_into_igv_junction","exon_type.x","color_gene_name.x","Control_Control","Cycloheximide_Control","Control_TDP43KD","Cycloheximide_TDP43KD","gene_name.y","gene_id.y","lsv_id.y","num_junctions.y","num_exons.y","de_novo_junctions.y","seqid.y","strand.y","lsv_junc.y","junc_start.y","junc_end.y","ir_start.y","ir_end.y","exon_type.y","color_gene_name.y","ctrl_ctrl","ctrl_UPF1","TDP43_ctrl","TDP43_UPF1"
"799","TLN2","ENSG00000171914.16","ENSG00000171914.16:s:62740445-62740769",2,"3",1,"chr15","+","ENSG00000171914.16:s:62740445-62740769_62740769-62750402",62740769,62750402,NA,NA,"chr15:62740769-62750402","source","Delta PSI > 0.05",0.0185,0.012,0.0573,0.2552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","TLN2","ENSG00000171914.16","ENSG00000171914.16:t:62750402-62750491",2,"3",1,"chr15","+","ENSG00000171914.16:t:62750402-62750491_62740769-62750402",62740769,62750402,NA,NA,"chr15:62740769-62750402","target","Delta PSI > 0.05",0.0106,0.0081,0.0395,0.2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","SLC25A30","ENSG00000174032.17","ENSG00000174032.17:s:45398940-45399078",3,"4",0,"chr13","-","ENSG00000174032.17:s:45398940-45399078_45398064-45398940",45398064,45398940,NA,NA,"chr13:45398064-45398940","source","Delta PSI > 0.05",0.0303,0.0043,0.0597,0.1436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","BANP","ENSG00000172530.21","ENSG00000172530.21:s:88065267-88065332",3,"3",1,"chr16","+","ENSG00000172530.21:s:88065267-88065332_88065332-88071821",88065332,88071821,88065333,88071072,"chr16:88065332-88071821","source","Delta PSI > 0.05",0.0278,0.0279,0.0535,0.1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","ZNF621","ENSG00000172888.12","ENSG00000172888.12:s:40532030-40534071",3,"3",1,"chr3","+","ENSG00000172888.12:s:40532030-40534071_40532563-40537045",40532563,40537045,40534072,40538285,"chr3:40532563-40537045","source","Delta PSI > 0.05",0.0068,0.0163,0.0019,0.1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","NADSYN1","ENSG00000172890.13","ENSG00000172890.13:s:71498352-71500035",3,"2",1,"chr11","+","ENSG00000172890.13:s:71498352-71500035_71499039-71501302",71499039,71501302,71500036,71501301,"chr11:71499039-71501302","source","Delta PSI < 0.05",0.0358,0.0333,0.1552,0.1257,"NADSYN1","ENSG00000172890.13","ENSG00000172890.13:s:71498352-71500035",2,"2",1,"chr11","+","ENSG00000172890.13:s:71498352-71500035_71499039-71501302",71499039,71501302,NA,NA,"source","Delta PSI < 0.05",0.0095,0.0282,0.1516,0.1478
"805","HECTD4","ENSG00000173064.14","ENSG00000173064.14:t:112219386-112219580",3,"3",1,"chr12","-","ENSG00000173064.14:t:112219386-112219580_112219489-112224991",112219489,112224991,112219581,112226453,"chr12:112219489-112224991","target","Delta PSI > 0.05",0.0152,0.0047,0.0404,0.1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","MFSD4B","ENSG00000173214.7","ENSG00000173214.7:s:111273330-111273429",4,"3",0,"chr6","+","ENSG00000173214.7:s:111273330-111273429_111273422-111278000",111273422,111278000,111273430,111274526,"chr6:111273422-111278000","source","Delta PSI > 0.05",0.0192,0.005,0.0031,0.1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","TP53I11","ENSG00000175274.19","ENSG00000175274.19:s:44938207-44938417",2,"3",0,"chr11","-","ENSG00000175274.19:s:44938207-44938417_44937352-44938207",44937352,44938207,NA,NA,"chr11:44937352-44938207","source","Delta PSI > 0.05",0.0108,0.0063,0.0149,0.1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","TP53I11","ENSG00000175274.19","ENSG00000175274.19:s:44950677-44950874",5,"4",0,"chr11","-","ENSG00000175274.19:s:44950677-44950874_44941077-44950677",44941077,44950677,NA,NA,"chr11:44941077-44950677","source","Delta PSI > 0.05",0.0054,0.016,0.0673,0.1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","TP53I11","ENSG00000175274.19","ENSG00000175274.19:t:44937304-44937352",2,"3",0,"chr11","-","ENSG00000175274.19:t:44937304-44937352_44937352-44938207",44937352,44938207,NA,NA,"chr11:44937352-44938207","target","Delta PSI > 0.05",0.0161,0.0135,0.0186,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","CHRNA7","ENSG00000175344.19","ENSG00000175344.19:s:32098657-32103267",5,"4",0,"chr15","+","ENSG00000175344.19:s:32098657-32103267_32101347-32153907",32101347,32153907,NA,NA,"chr15:32101347-32153907","source","Delta PSI > 0.05",0.0036,0.0187,0.0586,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","CHRNA7","ENSG00000175344.19","ENSG00000175344.19:t:32153388-32153986",3,"4",0,"chr15","+","ENSG00000175344.19:t:32153388-32153986_32101347-32153907",32101347,32153907,NA,NA,"chr15:32101347-32153907","target","Delta PSI > 0.05",0.0076,0.029,0.0617,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","PTPN2","ENSG00000175354.20","ENSG00000175354.20:t:12817156-12817365",6,"6",0,"chr18","-","ENSG00000175354.20:t:12817156-12817365_12817365-12821336",12817365,12821336,NA,NA,"chr18:12817365-12821336","target","Delta PSI < 0.05",0.0034,0.0314,0.1093,0.0614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","CCDC14","ENSG00000175455.16","ENSG00000175455.16:t:123948946-123949313",7,"6",0,"chr3","-","ENSG00000175455.16:t:123948946-123949313_123949132-123952595",123949132,123952595,NA,NA,"chr3:123949132-123952595","target","Delta PSI < 0.05",0.0031,0.0418,0.1263,0.1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","CEP83","ENSG00000173588.15","ENSG00000173588.15:s:94331686-94331829",2,"3",0,"chr12","-","ENSG00000173588.15:s:94331686-94331829_94328308-94331700",94328308,94331700,NA,NA,"chr12:94328308-94331700","source","Delta PSI > 0.05",0.0196,0.0424,0.0158,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","CEP83","ENSG00000173588.15","ENSG00000173588.15:t:94312931-94313178",2,"3",0,"chr12","-","ENSG00000173588.15:t:94312931-94313178_94313017-94328205",94313017,94328205,NA,NA,"chr12:94313017-94328205","target","Delta PSI > 0.05",0.0196,0.049,0.0359,0.1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","RNF213","ENSG00000173821.19","ENSG00000173821.19:t:80287815-80288363",2,"3",0,"chr17","+","ENSG00000173821.19:t:80287815-80288363_80278910-80287815",80278910,80287815,NA,NA,"chr17:80278910-80287815","target","Delta PSI < 0.05",0.0149,0.0377,0.165,0.1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","HOXD8","ENSG00000175879.9","ENSG00000175879.9:t:176130796-176130943",3,"3",0,"chr2","+","ENSG00000175879.9:t:176130796-176130943_176129774-176130796",176129774,176130796,176130484,176130795,"chr2:176129774-176130796","target","Delta PSI < 0.05",0.0208,0.0067,0.1834,0.1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","RTTN","ENSG00000176225.15","ENSG00000176225.15:s:70065757-70065922",4,"4",1,"chr18","-","ENSG00000176225.15:s:70065757-70065922_70060042-70065757",70060042,70065757,NA,NA,"chr18:70060042-70065757","source","Delta PSI > 0.05",0.0071,0.0364,0.0388,0.1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","RTTN","ENSG00000176225.15","ENSG00000176225.15:s:70150608-70150733",3,"2",1,"chr18","-","ENSG00000176225.15:s:70150608-70150733_70150090-70150608",70150090,70150608,NA,NA,"chr18:70150090-70150608","source","Delta PSI < 0.05",0.0175,0.04,0.1313,0.1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","ZSCAN2","ENSG00000176371.14","ENSG00000176371.14:s:84622578-84622714",3,"2",0,"chr15","+","ENSG00000176371.14:s:84622578-84622714_84622714-84623481",84622714,84623481,84622715,84622927,"chr15:84622714-84623481","source","Delta PSI > 0.05",0.0128,0.0309,0.0585,0.1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","TBL1XR1","ENSG00000177565.18","ENSG00000177565.18:s:177038098-177038172",3,"3",0,"chr3","-","ENSG00000177565.18:s:177038098-177038172_177037842-177038098",177037842,177038098,NA,NA,"chr3:177037842-177038098","source","Delta PSI > 0.05",0.0025,0.0071,0.079,0.4411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","TBL1XR1","ENSG00000177565.18","ENSG00000177565.18:s:177197121-177197482",8,"9",0,"chr3","-","ENSG00000177565.18:s:177197121-177197482_177131449-177197121",177131449,177197121,NA,NA,"chr3:177131449-177197121","source","Delta PSI < 0.05",0.022,0.048,0.149,0.1434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","TBL1XR1","ENSG00000177565.18","ENSG00000177565.18:t:177034198-177034325",2,"3",0,"chr3","-","ENSG00000177565.18:t:177034198-177034325_177034325-177037637",177034325,177037637,NA,NA,"chr3:177034325-177037637","target","Delta PSI > 0.05",0.0037,0.0042,0.0766,0.3939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","LPCAT4","ENSG00000176454.14","ENSG00000176454.14:s:34360912-34361532",5,"3",1,"chr15","-","ENSG00000176454.14:s:34360912-34361532_34360827-34361169",34360827,34361169,34360828,34360911,"chr15:34360827-34361169","source","Delta PSI > 0.05",0.0024,0.0481,0.0074,0.1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","EPM2AIP1","ENSG00000178567.8","ENSG00000178567.8:t:36990311-36990435",3,"3",0,"chr3","-","ENSG00000178567.8:t:36990311-36990435_36990435-36991881",36990435,36991881,36990436,36991880,"chr3:36990435-36991881","target","Delta PSI > 0.05",0.0063,0.0467,0.0369,0.1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","ZBTB7A","ENSG00000178951.9","ENSG00000178951.9:t:4053971-4055247",3,"4",1,"chr19","-","ENSG00000178951.9:t:4053971-4055247_4055247-4064248",4055247,4064248,NA,NA,"chr19:4055247-4064248","target","Delta PSI < 0.05",0.0098,0.0244,0.0784,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","CTC1","ENSG00000178971.16","ENSG00000178971.16:t:8234455-8234655",2,"3",1,"chr17","-","ENSG00000178971.16:t:8234455-8234655_8234655-8235053",8234655,8235053,NA,NA,"chr17:8234655-8235053","target","Delta PSI > 0.05",0.0103,0.0311,0.003,0.1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","RNF152","ENSG00000176641.11","ENSG00000176641.11:t:61808067-61816598",3,"4",1,"chr18","-","ENSG00000176641.11:t:61808067-61816598_61816598-61867997",61816598,61867997,NA,NA,"chr18:61816598-61867997","target","Delta PSI > 0.05",0.007,0.0265,0.0289,0.1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","BOK","ENSG00000176720.6","ENSG00000176720.6:t:241570125-241570288",3,"4",1,"chr2","+","ENSG00000176720.6:t:241570125-241570288_241558993-241570125",241558993,241570125,NA,NA,"chr2:241558993-241570125","target","Delta PSI > 0.05",0.0119,0.0355,0.0125,0.1279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","R3HDM2","ENSG00000179912.20","ENSG00000179912.20:t:57395749-57395818",4,"5",1,"chr12","-","ENSG00000179912.20:t:57395749-57395818_57395818-57396968",57395818,57396968,NA,NA,"chr12:57395818-57396968","target","Delta PSI < 0.05",0.005,0.0019,0.1124,0.0932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","SHMT1","ENSG00000176974.20","ENSG00000176974.20:s:18347496-18347656",5,"5",1,"chr17","-","ENSG00000176974.20:s:18347496-18347656_18344311-18347496",18344311,18347496,18343051,18347495,"chr17:18344311-18347496","source","Delta PSI > 0.05",0.0027,0.0393,0.0074,0.1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","SHMT1","ENSG00000176974.20","ENSG00000176974.20:s:18347496-18347656",5,"5",1,"chr17","-","ENSG00000176974.20:s:18347496-18347656_18343050-18347496",18343050,18347496,18343051,18347495,"chr17:18343050-18347496","source","Delta PSI > 0.05",0.0027,0.0249,0.0404,0.1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","SHMT1","ENSG00000176974.20","ENSG00000176974.20:t:18330684-18333439",3,"4",1,"chr17","-","ENSG00000176974.20:t:18330684-18333439_18330781-18335736",18330781,18335736,NA,NA,"chr17:18330781-18335736","target","Delta PSI > 0.05",0.0084,0.0095,0.0034,0.1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","ZDHHC20","ENSG00000180776.16","ENSG00000180776.16:t:21387508-21387634",2,"3",0,"chr13","-","ENSG00000180776.16:t:21387508-21387634_21387634-21390195",21387634,21390195,NA,NA,"chr13:21387634-21390195","target","Delta PSI > 0.05",0.0075,0.0487,0.0474,0.1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","CLVS1","ENSG00000177182.11","ENSG00000177182.11:t:61454141-61454251",4,"4",0,"chr8","+","ENSG00000177182.11:t:61454141-61454251_61391229-61454141",61391229,61454141,NA,NA,"chr8:61391229-61454141","target","Delta PSI > 0.05",0.0069,0.0422,0.0405,0.1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","PPFIA3","ENSG00000177380.14","ENSG00000177380.14:s:49141420-49141513",2,"2",1,"chr19","+","ENSG00000177380.14:s:49141420-49141513_49141513-49141845",49141513,49141845,NA,NA,"chr19:49141513-49141845","source","Delta PSI > 0.05",0.0074,0.0041,0.0292,0.1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","SLC25A22","ENSG00000177542.11","ENSG00000177542.11:s:798217-798281",3,"3",0,"chr11","-","ENSG00000177542.11:s:798217-798281_796367-798217",796367,798217,NA,NA,"chr11:796367-798217","source","Delta PSI > 0.05",0.0101,0.0057,0.1394,0.2768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","SLC25A22","ENSG00000177542.11","ENSG00000177542.11:t:796204-796367",3,"3",0,"chr11","-","ENSG00000177542.11:t:796204-796367_796367-798217",796367,798217,796368,797611,"chr11:796367-798217","target","Delta PSI > 0.05",0.0148,0.0056,0.1643,0.4283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","RELL1","ENSG00000181826.10","ENSG00000181826.10:s:37634887-37635123",2,"3",1,"chr4","-","ENSG00000181826.10:s:37634887-37635123_37632656-37634887",37632656,37634887,NA,NA,"chr4:37632656-37634887","source","Delta PSI > 0.05",0.0068,0.0031,0.1651,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","RELL1","ENSG00000181826.10","ENSG00000181826.10:t:37631385-37631523",2,"3",1,"chr4","-","ENSG00000181826.10:t:37631385-37631523_37631523-37632552",37631523,37632552,NA,NA,"chr4:37631523-37632552","target","Delta PSI > 0.05",0.0068,0.0031,0.1847,0.6572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","RTKN2","ENSG00000182010.11","ENSG00000182010.11:t:62245999-62246057",2,"3",1,"chr10","-","ENSG00000182010.11:t:62245999-62246057_62246057-62268551",62246057,62268551,NA,NA,"chr10:62246057-62268551","target","Delta PSI < 0.05",0.0064,0.0291,0.1142,0.0661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","CHID1","ENSG00000177830.18","ENSG00000177830.18:s:902148-902330",3,"3",0,"chr11","-","ENSG00000177830.18:s:902148-902330_900980-902148",900980,902148,NA,NA,"chr11:900980-902148","source","Delta PSI > 0.05",0.007,0.0494,0.4703,0.8941,"CHID1","ENSG00000177830.18","ENSG00000177830.18:s:902148-902330",3,"3",0,"chr11","-","ENSG00000177830.18:s:902148-902330_900980-902148",900980,902148,NA,NA,"source","Delta PSI > 0.05",0.0032,0.0315,0.1014,0.2514
"843","MPI","ENSG00000178802.18","ENSG00000178802.18:s:74890005-74890201",6,"3",0,"chr15","+","ENSG00000178802.18:s:74890005-74890201_74890089-74890438",74890089,74890438,NA,NA,"chr15:74890089-74890438","source","Delta PSI > 0.05",0.0084,0.0218,0.0127,0.1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","YBEY","ENSG00000182362.14","ENSG00000182362.14:t:46296162-46296230",5,"4",0,"chr21","+","ENSG00000182362.14:t:46296162-46296230_46287123-46296162",46287123,46296162,46294154,46296161,"chr21:46287123-46296162","target","Delta PSI < 0.05",0.0296,0.0469,0.1462,0.1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","NPLOC4","ENSG00000182446.14","ENSG00000182446.14:t:81556887-81559416",10,"6",0,"chr17","-","ENSG00000182446.14:t:81556887-81559416_81559416-81563921",81559416,81563921,81559417,81560561,"chr17:81559416-81563921","target","Delta PSI > 0.05",0.0384,0.0098,0.068,0.1406,"NPLOC4","ENSG00000182446.14","ENSG00000182446.14:t:81556887-81559416",6,"6",0,"chr17","-","ENSG00000182446.14:t:81556887-81559416_81559416-81563921",81559416,81563921,NA,NA,"target","Delta PSI < 0.05",0.0063,0.0027,0.1079,0.132
"846","NPLOC4","ENSG00000182446.14","ENSG00000182446.14:t:81563917-81564077",4,"2",1,"chr17","-","ENSG00000182446.14:t:81563917-81564077_81564077-81565505",81564077,81565505,81564078,81564212,"chr17:81564077-81565505","target","Delta PSI > 0.05",0.0119,0.0045,0.0242,0.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","ZNF664","ENSG00000179195.16","ENSG00000179195.16:t:124003419-124003540",5,"4",1,"chr12","+","ENSG00000179195.16:t:124003419-124003540_123988138-124003493",123988138,124003493,NA,NA,"chr12:123988138-124003493","target","Delta PSI > 0.05",0.0055,0.0468,0.1144,0.1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","ACBD3","ENSG00000182827.9","ENSG00000182827.9:s:226159184-226159358",2,"3",1,"chr1","-","ENSG00000182827.9:s:226159184-226159358_226156780-226159184",226156780,226159184,NA,NA,"chr1:226156780-226159184","source","Delta PSI > 0.05",0.0024,0.001,0.136,0.1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","COL18A1","ENSG00000182871.16","ENSG00000182871.16:s:45504011-45504054",3,"4",1,"chr21","+","ENSG00000182871.16:s:45504011-45504054_45504043-45505817",45504043,45505817,NA,NA,"chr21:45504043-45505817","source","Delta PSI > 0.05",0.0048,0.0106,0.0413,0.1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","COL18A1","ENSG00000182871.16","ENSG00000182871.16:t:45511093-45511226",2,"3",1,"chr21","+","ENSG00000182871.16:t:45511093-45511226_45504043-45511093",45504043,45511093,NA,NA,"chr21:45504043-45511093","target","Delta PSI < 0.05",0.0175,0.0497,0.2337,0.2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","MROH1","ENSG00000179832.18","ENSG00000179832.18:t:144243494-144243616",2,"3",0,"chr8","+","ENSG00000179832.18:t:144243494-144243616_144242628-144243494",144242628,144243494,NA,NA,"chr8:144242628-144243494","target","Delta PSI > 0.05",0.0401,0.0093,0.107,0.1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","ZNF320","ENSG00000182986.15","ENSG00000182986.15:s:52879451-52879633",2,"2",0,"chr19","-","ENSG00000182986.15:s:52879451-52879633_52874072-52879451",52874072,52879451,52876586,52879450,"chr19:52874072-52879451","source","Delta PSI > 0.05",0.0089,0.0338,0.0136,0.1177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","SSR4","ENSG00000180879.14","ENSG00000180879.14:s:153795663-153795861",6,"3",1,"chrX","+","ENSG00000180879.14:s:153795663-153795861_153795753-153796434",153795753,153796434,153795862,153795927,"chrX:153795753-153796434","source","Delta PSI > 0.05",0.0068,0.0239,0.0123,0.1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","EHMT1","ENSG00000181090.21","ENSG00000181090.21:s:137777970-137778055",3,"4",1,"chr9","+","ENSG00000181090.21:s:137777970-137778055_137778055-137782291",137778055,137782291,NA,NA,"chr9:137778055-137782291","source","Delta PSI > 0.05",0.0031,5e-04,0.1498,0.2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","EHMT1","ENSG00000181090.21","ENSG00000181090.21:s:137777970-137778055",3,"4",1,"chr9","+","ENSG00000181090.21:s:137777970-137778055_137778055-137790848",137778055,137790848,NA,NA,"chr9:137778055-137790848","source","Delta PSI > 0.05",0.0127,0.0445,0.2065,0.5699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","EHMT1","ENSG00000181090.21","ENSG00000181090.21:t:137782291-137782397",2,"3",1,"chr9","+","ENSG00000181090.21:t:137782291-137782397_137778055-137782291",137778055,137782291,NA,NA,"chr9:137778055-137782291","target","Delta PSI > 0.05",0.0036,6e-04,0.1326,0.5239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","EHMT1","ENSG00000181090.21","ENSG00000181090.21:t:137790848-137790970",4,"5",1,"chr9","+","ENSG00000181090.21:t:137790848-137790970_137778055-137790848",137778055,137790848,NA,NA,"chr9:137778055-137790848","target","Delta PSI > 0.05",0.0088,0.0348,0.1677,0.5927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","CEP57L1","ENSG00000183137.15","ENSG00000183137.15:t:109150118-109150239",3,"3",0,"chr6","+","ENSG00000183137.15:t:109150118-109150239_109146937-109150166",109146937,109150166,NA,NA,"chr6:109146937-109150166","target","Delta PSI < 0.05",0.0167,0.0407,0.1458,0.1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","CCDC125","ENSG00000183323.13","ENSG00000183323.13:t:69292188-69292362",3,"3",1,"chr5","-","ENSG00000183323.13:t:69292188-69292362_69292362-69300012",69292362,69300012,NA,NA,"chr5:69292362-69300012","target","Delta PSI > 0.05",0.0119,0.0466,0.0223,0.1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","KIAA2026","ENSG00000183354.12","ENSG00000183354.12:t:5924658-5924845",2,"3",1,"chr9","-","ENSG00000183354.12:t:5924658-5924845_5924845-5926907",5924845,5926907,NA,NA,"chr9:5924845-5926907","target","Delta PSI > 0.05",0.03,0.0395,0.0911,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","EP400","ENSG00000183495.14","ENSG00000183495.14:s:131992173-131992230",2,"3",1,"chr12","+","ENSG00000183495.14:s:131992173-131992230_131992230-132005077",131992230,132005077,NA,NA,"chr12:131992230-132005077","source","Delta PSI < 0.05",0.0116,0.0237,0.7521,0.7323,"EP400","ENSG00000183495.14","ENSG00000183495.14:s:131992173-131992230",2,"3",1,"chr12","+","ENSG00000183495.14:s:131992173-131992230_131992230-132005077",131992230,132005077,NA,NA,"source","Delta PSI < 0.05",0.0037,0.0073,0.5094,0.5458
"862","EP400","ENSG00000183495.14","ENSG00000183495.14:s:131992173-131992230",2,"3",1,"chr12","+","ENSG00000183495.14:s:131992173-131992230_131992230-132005077",131992230,132005077,NA,NA,"chr12:131992230-132005077","source","Delta PSI < 0.05",0.0116,0.0237,0.7521,0.7323,"EP400","ENSG00000183495.14","ENSG00000183495.14:t:132005077-132005184",4,"4",1,"chr12","+","ENSG00000183495.14:t:132005077-132005184_131992230-132005077",131992230,132005077,131995013,132005076,"target","Delta PSI < 0.05",0.0039,0.0067,0.5196,0.5411
"863","EP400","ENSG00000183495.14","ENSG00000183495.14:s:132023777-132023941",2,"3",1,"chr12","+","ENSG00000183495.14:s:132023777-132023941_132023941-132027437",132023941,132027437,NA,NA,"chr12:132023941-132027437","source","Delta PSI > 0.05",0.0085,0.0401,0.0295,0.1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
