paste_into_igv_junction,auc,avg_fpr,avg_tpr,fpr_value,tpr_value,group,value_not_path,value_tdp_path,n_samples_not_path,n_samples_tdp_path,frac_ob_not_path,frac_ob_tdp_path,gene_name
chr16:18389534-18389710,0.519429364979169,0.334674249780367,0.364359365607805,0.449438202247191,0.462921348314607,Motor Cortex,47,238,89,445,0.528089887640449,0.534831460674157,PKD1P5
chr16:83990630-83993528,0.519416740310567,0.0354819633353046,0.0644194756554307,0.0898876404494382,0.125842696629213,Motor Cortex,0,10,89,445,0,0.0224719101123596,NECAB2
chrX:38566355-38666121,0.519412878787879,0.00392156862745097,0.0212121212121212,0.00653594771241828,0.0454545454545455,Cord,1,17,153,704,0.0065359477124183,0.0241477272727273,TSPAN7
chr12:68692112-68696851,0.519404115641964,0.112978855171194,0.126497390073432,0.213483146067416,0.256179775280899,Motor Cortex,6,25,89,445,0.0674157303370787,0.0561797752808989,NUP107
chr12:66130975-66134052,0.519395604395604,0.645092838196287,0.679679802955665,0.615384615384615,0.657142857142857,FTD frontal/temporal,69,38,130,70,0.530769230769231,0.542857142857143,LLPH-DT
chr2:53973810-53973934,0.519395604395604,0.710374029640085,0.715465268676278,0.653846153846154,0.628571428571429,FTD frontal/temporal,54,27,130,70,0.415384615384615,0.385714285714286,ACYP2
chr2:97675928-97677419,0.519395604395604,0.195755968169761,0.228571428571429,0.330769230769231,0.342857142857143,FTD frontal/temporal,15,12,130,70,0.115384615384615,0.171428571428571,C2orf92
chr11:47259259-47259786,0.519391490973362,0.138180639585134,0.163439930855661,0.269662921348315,0.301123595505618,Motor Cortex,5,45,89,445,0.0561797752808989,0.101123595505618,NR1H3
chr11:61816711-61837778,0.519391490973362,0.0367041198501873,0.0483395755305868,0.0561797752808989,0.0966292134831461,Motor Cortex,0,7,89,445,0,0.0157303370786517,FADS2
chr10:77404023-77493798,0.519371100713013,0.398775894538606,0.416476068952234,0.42483660130719,0.451704545454546,Cord,92,486,153,704,0.601307189542484,0.690340909090909,KCNMA1
chrX:40639128-40647305,0.519366241636157,0.726714961561206,0.753651685393258,0.550561797752809,0.593258426966292,Motor Cortex,23,99,89,445,0.258426966292135,0.22247191011236,CXorf38
chr12:108823361-108857428,0.519340659340659,0.188846153846154,0.247142857142857,0.284615384615385,0.385714285714286,FTD frontal/temporal,16,8,130,70,0.123076923076923,0.114285714285714,SSH1
chr19:27727979-27732796,0.519290493624542,0.592572843267949,0.617916587316702,0.49438202247191,0.532584269662921,Motor Cortex,51,278,89,445,0.573033707865169,0.624719101123596,LINC00662
chr4:103065768-103066327,0.519290493624542,0.245037453183521,0.253455056179775,0.359550561797753,0.408988764044944,Motor Cortex,21,100,89,445,0.235955056179775,0.224719101123596,SLC9B2
chr6:150866635-150876090,0.519273618538324,0.22702276312824,0.235668103448276,0.333333333333333,0.400568181818182,Cord,38,191,153,704,0.248366013071895,0.271306818181818,MTHFD1L
chr1:19139220-19141347,0.519239994950133,0.484918953766808,0.504195063547615,0.49438202247191,0.546067415730337,Motor Cortex,89,445,89,445,1,1,UBR4
chr4:81802889-81824518,0.519214745612928,0.00468164794007486,0.0297752808988764,0.0112359550561798,0.049438202247191,Motor Cortex,0,6,89,445,0,0.0134831460674157,RASGEF1B
chr5:60903716-60904788,0.519214745612928,0.334919298759287,0.338564579292171,0.393258426966292,0.393258426966292,Motor Cortex,31,170,89,445,0.348314606741573,0.382022471910112,ERCC8
chr14:74683533-74685600,0.519208630421866,0.334658187599364,0.357417076167076,0.379084967320261,0.421875,Cord,65,332,153,704,0.42483660130719,0.471590909090909,AREL1
chr4:86067955-86101052,0.519189496275723,0.22105627877048,0.216957877542939,0.314606741573034,0.314606741573034,Motor Cortex,13,80,89,445,0.146067415730337,0.179775280898876,MAPK10
chr1:29260267-29260610,0.519175824175824,0.611740890688259,0.634736842105263,0.638461538461538,0.642857142857143,FTD frontal/temporal,72,32,130,70,0.553846153846154,0.457142857142857,PTPRU
chr19:44165246-44165757,0.519175824175824,0.63951048951049,0.649134199134199,0.584615384615385,0.628571428571429,FTD frontal/temporal,63,25,130,70,0.484615384615385,0.357142857142857,ZNF226
chr11:14880768-14890432,0.519151622269916,0.0765316938732246,0.0862412550349799,0.123595505617978,0.166292134831461,Motor Cortex,1,16,89,445,0.0112359550561798,0.0359550561797753,CYP2R1
chr17:75243258-75243447,0.519148284313726,0.385986795057294,0.407728284755957,0.411764705882353,0.458806818181818,Cord,102,469,153,704,0.666666666666667,0.666193181818182,GGA3
chr21:9121378-9124362,0.519138997601313,0.0674157303370787,0.0882533197139939,0.123595505617978,0.161797752808989,Motor Cortex,1,11,89,445,0.0112359550561798,0.0247191011235955,TEKT4P2
chr1:53274820-53275631,0.519126372932711,0.639646869983949,0.6546227929374,0.584269662921348,0.606741573033708,Motor Cortex,45,192,89,445,0.50561797752809,0.431460674157303,LRP8
chr2:48334678-48346201,0.519120879120879,0.341969230769231,0.360457142857143,0.4,0.414285714285714,FTD frontal/temporal,62,31,130,70,0.476923076923077,0.442857142857143,FOXN2
chr2:74363628-74365075,0.519115790255496,0.446004056795132,0.466003134796238,0.392156862745098,0.454545454545455,Cord,141,636,153,704,0.92156862745098,0.903409090909091,DCTN1
chr14:24055789-24056622,0.519065934065934,0.0970893970893971,0.12046332046332,0.192307692307692,0.228571428571429,FTD frontal/temporal,9,4,130,70,0.0692307692307692,0.0571428571428571,CARMIL3
chr7:66770467-66771883,0.519065934065934,0.292176199868508,0.335164835164835,0.353846153846154,0.414285714285714,FTD frontal/temporal,41,23,130,70,0.315384615384615,0.328571428571429,RABGEF1
chr8:144383230-144389263,0.519064728163993,0.202299393653044,0.228693181818182,0.372549019607843,0.386363636363636,Cord,20,108,153,704,0.130718954248366,0.153409090909091,ADCK5
chr9:34179240-34234216,0.519064728163993,0.350310692380991,0.372427431398171,0.411764705882353,0.457386363636364,Cord,74,390,153,704,0.483660130718954,0.553977272727273,UBAP1
chr15:22814505-22820313,0.519060086155674,0.724707244008715,0.7247314453125,0.549019607843137,0.582386363636364,Cord,58,179,153,704,0.379084967320261,0.254261363636364,NIPA1
chr20:6015490-6026171,0.519050802139038,0.105728565936178,0.110999702911468,0.176470588235294,0.221590909090909,Cord,7,31,153,704,0.0457516339869281,0.0440340909090909,CRLS1
chr3:78647655-78651732,0.519018308080808,0.500199089046218,0.519624645414021,0.509803921568627,0.512784090909091,Cord,153,704,153,704,1,1,ROBO1
chr14:23636772-23639179,0.519009024064171,0.17327861377109,0.19293406448203,0.34640522875817,0.360795454545455,Cord,37,157,153,704,0.241830065359477,0.223011363636364,DHRS2
chr17:64493021-64496532,0.519000126246686,0.67841668502607,0.702974223397224,0.573033707865169,0.629213483146067,Motor Cortex,25,134,89,445,0.280898876404494,0.301123595505618,POLG2
chr5:14489069-14492567,0.518995098039216,0.142069185397736,0.17469512195122,0.294117647058823,0.326704545454545,Cord,15,86,153,704,0.0980392156862745,0.122159090909091,TRIO
chr8:130159964-130167536,0.518990456030897,0.486521815933581,0.50559351965602,0.444444444444444,0.491477272727273,Cord,153,704,153,704,1,1,ASAP1
chr6:70475733-70477293,0.518987501578084,0.345015406641975,0.364505586852999,0.348314606741573,0.4,Motor Cortex,32,202,89,445,0.359550561797753,0.453932584269663,FAM135A
chr10:133389747-133390907,0.518976530005942,0.0291995586113233,0.0530364521841795,0.065359477124183,0.102272727272727,Cord,2,13,153,704,0.0130718954248366,0.0184659090909091,PAOX
chr16:83993614-83994302,0.518976530005942,0.0842329441139752,0.106486210418795,0.150326797385621,0.193181818181818,Cord,6,29,153,704,0.0392156862745098,0.0411931818181818,NECAB2
chr19:36605347-36607552,0.518956043956044,0.364264082374319,0.390326209223847,0.446153846153846,0.457142857142857,FTD frontal/temporal,63,33,130,70,0.484615384615385,0.471428571428571,ZNF382
chr19:35011554-35013541,0.518930109922757,0.56461955851523,0.583036288593482,0.535947712418301,0.578125,Cord,125,546,153,704,0.816993464052288,0.775568181818182,GRAMD1A
chr17:1472228-1474812,0.518901098901099,0.059866220735786,0.0602484472049689,0.1,0.142857142857143,FTD frontal/temporal,2,3,130,70,0.0153846153846154,0.0428571428571429,MYO1C
chr19:55265378-55265886,0.518901098901099,0.26501021102791,0.335524652338812,0.323076923076923,0.428571428571429,FTD frontal/temporal,44,23,130,70,0.338461538461539,0.328571428571429,HSPBP1
chr21:6659578-6666429,0.518899128897867,0.0454919155933132,0.0660454919155933,0.0786516853932584,0.11685393258427,Motor Cortex,2,11,89,445,0.0224719101123596,0.0247191011235955,CH507-154B10.1
chr17:32365487-32367772,0.518899128897866,0.432482124616956,0.454269662921348,0.247191011235955,0.296629213483146,Motor Cortex,78,378,89,445,0.876404494382023,0.849438202247191,ZNF207
chr15:28196354-28198378,0.518869763814617,0.00990295107942163,0.0257403581267218,0.0130718954248366,0.0511363636363636,Cord,0,1,153,704,0,0.00142045454545455,HERC2
chr14:31163255-31168298,0.518861254892059,0.0268287090116945,0.0542077505159367,0.0674157303370787,0.103370786516854,Motor Cortex,0,6,89,445,0,0.0134831460674157,HECTD1
chr17:78696009-78698269,0.518848630223457,0.447278375033368,0.467207027932148,0.561797752808989,0.559550561797753,Motor Cortex,83,415,89,445,0.932584269662921,0.932584269662921,CYTH1
chr19:11033517-11033767,0.518836005554854,0.490213845596231,0.510029513798996,0.48314606741573,0.525842696629213,Motor Cortex,89,445,89,445,1,1,SMARCA4
chr11:532630-533277,0.51882798573975,0.737081727277806,0.743201243201243,0.555555555555556,0.575284090909091,Cord,46,172,153,704,0.300653594771242,0.244318181818182,HRAS
chr13:75530266-75537499,0.518823380886252,0.160588737762008,0.18601747815231,0.325842696629214,0.348314606741573,Motor Cortex,11,65,89,445,0.123595505617978,0.146067415730337,COMMD6
chr6:31158722-31159143,0.518810756217649,0.0887640449438202,0.0993258426966292,0.179775280898876,0.217977528089888,Motor Cortex,9,41,89,445,0.101123595505618,0.0921348314606742,TCF19
chr6:75602576-75623900,0.518809417706477,0.398144700918342,0.414961521864212,0.392156862745098,0.410511363636364,Cord,88,456,153,704,0.57516339869281,0.647727272727273,SENP6
chr8:22565354-22566661,0.518791208791209,0.0661538461538461,0.0985714285714286,0.138461538461538,0.171428571428571,FTD frontal/temporal,3,6,130,70,0.0230769230769231,0.0857142857142857,SORBS3
chr6:152122676-152130720,0.518790849673203,0.481043746742051,0.499899783881762,0.483660130718954,0.512784090909091,Cord,153,704,153,704,1,1,SYNE1
chr19:48241063-48246075,0.518781565656566,0.135481852315394,0.139778771760155,0.241830065359477,0.284090909090909,Cord,17,60,153,704,0.111111111111111,0.0852272727272727,CARD8
chr1:109494287-109495756,0.51876025754324,0.0983492856152032,0.107476765154668,0.179775280898876,0.22247191011236,Motor Cortex,5,26,89,445,0.0561797752808989,0.0584269662921348,CYB561D1
chr12:25947622-25955138,0.518736263736264,0.0523809523809523,0.0789115646258503,0.107692307692308,0.142857142857143,FTD frontal/temporal,3,1,130,70,0.0230769230769231,0.0142857142857143,RASSF8-AS1
chr16:14724523-14725020,0.518736263736264,0.0776442307692308,0.0915178571428571,0.146153846153846,0.185714285714286,FTD frontal/temporal,12,6,130,70,0.0923076923076923,0.0857142857142857,NPIPA3
chr14:75902224-75906555,0.518722383537432,0.293871969248965,0.319869899467771,0.325842696629214,0.332584269662921,Motor Cortex,33,167,89,445,0.370786516853933,0.375280898876405,TTLL5
chr15:22812253-22814387,0.51870975886883,0.267029494382023,0.289808637640449,0.382022471910112,0.413483146067416,Motor Cortex,25,142,89,445,0.280898876404494,0.319101123595506,NIPA1
chr13:78642213-78659049,0.518697134200227,0.189251387572763,0.193745769595235,0.337078651685393,0.366292134831461,Motor Cortex,11,60,89,445,0.123595505617978,0.134831460674157,OBI1
chr17:29925555-29929938,0.518697134200227,0.466569565820502,0.484394506866417,0.49438202247191,0.487640449438202,Motor Cortex,80,399,89,445,0.898876404494382,0.896629213483146,SSH2
chr4:113979092-113979456,0.518697134200227,0.0326544943820225,0.0590589887640449,0.0674157303370787,0.103370786516854,Motor Cortex,1,18,89,445,0.0112359550561798,0.0404494382022472,ARSJ
chrX:101658569-101659076,0.518693367498515,0.494153216842293,0.511491670531849,0.450980392156863,0.522727272727273,Cord,150,699,153,704,0.980392156862745,0.992897727272727,ARMCX2
chr2:85354829-85356967,0.518681318681319,0.370903010033445,0.388198757763975,0.4,0.442857142857143,FTD frontal/temporal,58,37,130,70,0.446153846153846,0.528571428571429,ELMOD3
chrX:123961856-124021367,0.518681318681319,0.705282669138091,0.714974182444062,0.569230769230769,0.628571428571429,FTD frontal/temporal,42,22,130,70,0.323076923076923,0.314285714285714,STAG2
chr22:23980638-23980948,0.51865926019442,0.708113020489095,0.721827495042961,0.685393258426966,0.701123595505618,Motor Cortex,20,104,89,445,0.224719101123596,0.233707865168539,GSTT2
chr17:5019871-5019996,0.518646635525817,0.478932584269663,0.49776201878799,0.48314606741573,0.525842696629213,Motor Cortex,88,435,89,445,0.98876404494382,0.97752808988764,KIF1C
chr6:161153499-161166248,0.518637663398693,0.573616724043307,0.589193702290076,0.555555555555556,0.575284090909091,Cord,116,475,153,704,0.758169934640523,0.674715909090909,AGPAT4
chr14:77329201-77330310,0.518634010857215,0.111329588014981,0.143483146067416,0.247191011235955,0.267415730337079,Motor Cortex,5,38,89,445,0.0561797752808989,0.0853932584269663,GSTZ1
chr14:21431858-21437194,0.518628379382056,0.484282172639171,0.501169670846395,0.477124183006536,0.526988636363636,Cord,152,696,153,704,0.993464052287582,0.988636363636364,CHD8
chr14:91216460-91223676,0.518626373626374,0.166083916083916,0.219047619047619,0.323076923076923,0.371428571428571,FTD frontal/temporal,12,7,130,70,0.0923076923076923,0.1,DGLUCY
chr17:7208239-7218541,0.518626373626374,0.163322185061315,0.206625258799172,0.292307692307692,0.357142857142857,FTD frontal/temporal,16,5,130,70,0.123076923076923,0.0714285714285714,DLG4
chr19:2230612-2233998,0.518626373626374,0.285621854780733,0.331909212283044,0.392307692307692,0.457142857142857,FTD frontal/temporal,38,21,130,70,0.292307692307692,0.3,PLEKHJ1
chr17:38543969-38544875,0.518614453357101,0.587960359414639,0.604127737702069,0.562091503267974,0.616477272727273,Cord,102,389,153,704,0.666666666666667,0.552556818181818,SRCIN1
chr3:128262224-128341233,0.518583512182805,0.313009212418127,0.353437350231642,0.415730337078652,0.438202247191011,Motor Cortex,40,200,89,445,0.449438202247191,0.449438202247191,EEFSEC
chr1:155253732-155254400,0.518577317290553,0.679189079761698,0.686909191472245,0.542483660130719,0.569602272727273,Cord,71,261,153,704,0.464052287581699,0.370738636363636,FAM189B
chr8:41672426-41684544,0.518577317290553,0.348725086742516,0.368647411616162,0.418300653594771,0.448863636363636,Cord,79,387,153,704,0.516339869281046,0.549715909090909,ANK1
chr12:100291660-100296762,0.518571428571429,0.528249336870027,0.548686371100164,0.576923076923077,0.585714285714286,FTD frontal/temporal,114,55,130,70,0.876923076923077,0.785714285714286,SCYL2
chr6:135466373-135490623,0.518571428571429,0.775194468452895,0.749598715890851,0.623076923076923,0.642857142857143,FTD frontal/temporal,28,10,130,70,0.215384615384615,0.142857142857143,AHI1
chr3:9763213-9767667,0.51855410724896,0.397426954971712,0.412389395436579,0.38562091503268,0.403409090909091,Cord,89,487,153,704,0.581699346405229,0.691761363636364,CAMK1
chr6:127266925-127280231,0.51855410724896,0.4774580428111,0.494619574924094,0.431372549019608,0.46875,Cord,153,704,153,704,1,1,RNF146
chr1:81952142-81952987,0.518526255199049,0.436484593837535,0.45643262987013,0.542483660130719,0.539772727272727,Cord,134,628,153,704,0.875816993464052,0.892045454545455,ADGRL2
chr10:121973599-121974004,0.518521613190731,0.653178137124704,0.672712558855487,0.562091503267974,0.586647727272727,Cord,64,283,153,704,0.418300653594771,0.401988636363636,NSMCE4A
chr19:2230612-2233998,0.518520388839793,0.228925927898184,0.238457851855796,0.337078651685393,0.397752808988764,Motor Cortex,20,83,89,445,0.224719101123596,0.186516853932584,PLEKHJ1
chr1:21668593-21669254,0.518518518518519,0.491358024691358,0.51,0.592592592592593,0.55,RiMOD,26,20,27,20,0.962962962962963,1,RAP1GAP
chr10:48011852-48012276,0.518518518518519,0.735690235690236,0.729545454545455,0.62962962962963,0.65,RiMOD,12,7,27,20,0.444444444444444,0.35,AGAP12P
chr10:43138567-43167004,0.518518518518519,0.0781893004115227,0.144444444444444,0.185185185185185,0.2,RiMOD,2,3,27,20,0.0740740740740741,0.15,CSGALNACT2
chr10:69451690-69495594,0.518518518518519,0.602880658436214,0.611111111111111,0.666666666666667,0.6,RiMOD,16,8,27,20,0.592592592592593,0.4,TSPAN15
chr11:87071615-87157341,0.518518518518519,0.642361111111111,0.6578125,0.555555555555556,0.55,RiMOD,14,10,27,20,0.518518518518519,0.5,TMEM135
chr12:2679796-2680363,0.518518518518519,0.666666666666667,0.690740740740741,0.703703703703704,0.7,RiMOD,8,7,27,20,0.296296296296296,0.35,CACNA1C
chr12:19291697-19304779,0.518518518518519,0.0740740740740741,0.09,0.111111111111111,0.15,RiMOD,0,1,27,20,0,0.05,PLEKHA5
chr14:67586456-67586810,0.518518518518519,0.164351851851852,0.203125,0.296296296296296,0.35,RiMOD,8,4,27,20,0.296296296296296,0.2,PLEKHH1
chr16:57134826-57146085,0.518518518518519,0.388888888888889,0.409722222222222,0.296296296296296,0.4,RiMOD,19,13,27,20,0.703703703703704,0.65,CPNE2
chr17:80415610-80422206,0.518518518518519,0.290809327846365,0.307407407407407,0.444444444444444,0.4,RiMOD,9,8,27,20,0.333333333333333,0.4,ENDOV
chr19:1393606-1393888,0.518518518518519,0.87037037037037,0.9,0.851851851851852,0.85,RiMOD,23,18,27,20,0.851851851851852,0.9,AC005329.7
chr19:12774897-12778300,0.518518518518519,0.493518518518519,0.50875,0.333333333333333,0.4,RiMOD,25,20,27,20,0.925925925925926,1,HOOK2
chr19:20409045-20409830,0.518518518518519,0.191721132897604,0.214705882352941,0.333333333333333,0.4,RiMOD,3,6,27,20,0.111111111111111,0.3,"ZNF826P,ENSG00000291130"
chr19:53433750-53441796,0.518518518518519,0.0679012345679013,0.0833333333333333,0.111111111111111,0.15,RiMOD,1,1,27,20,0.037037037037037,0.05,TPM3P9
chr2:65051337-65055915,0.518518518518519,0.286324786324786,0.288461538461538,0.37037037037037,0.4,RiMOD,8,7,27,20,0.296296296296296,0.35,LINC02245
chr7:128466685-128467305,0.518518518518519,0.101851851851852,0.0875,0.148148148148148,0.2,RiMOD,2,2,27,20,0.0740740740740741,0.1,"HILPDA-AS1,ENSG00000272601"
chrX:17744219-17746018,0.518518518518519,0.105820105820106,0.1,0.148148148148148,0.2,RiMOD,1,1,27,20,0.037037037037037,0.05,SCML1
chr16:280753-282025,0.518516483516484,0.445565610859728,0.471260504201681,0.415384615384615,0.442857142857143,FTD frontal/temporal,101,53,130,70,0.776923076923077,0.757142857142857,ARHGDIG
chr19:35617193-35617855,0.518516483516484,0.125641025641026,0.140952380952381,0.238461538461539,0.285714285714286,FTD frontal/temporal,11,8,130,70,0.0846153846153846,0.114285714285714,HAUS5
chr15:99287951-99334018,0.518495139502588,0.494654079495062,0.511244116766874,0.528089887640449,0.528089887640449,Motor Cortex,85,430,89,445,0.955056179775281,0.966292134831461,LRRC28
chr15:101430063-101431990,0.518489119132502,0.438607851771268,0.459277801128858,0.215686274509804,0.251420454545455,Cord,130,562,153,704,0.849673202614379,0.798295454545455,PCSK6
chr10:12155405-12156907,0.518484477124183,0.0507936507936508,0.0726461038961039,0.104575163398693,0.140625,Cord,5,22,153,704,0.0326797385620915,0.03125,SEC61A2
chr19:17641556-17642414,0.518465909090909,0,0.0194805194805195,0,0.0369318181818182,Cord,0,4,153,704,0,0.00568181818181818,UNC13A
chr1:38860239-38913540,0.518461267082591,0.359647627166809,0.379039031620553,0.490196078431373,0.524147727272727,Cord,104,478,153,704,0.679738562091503,0.678977272727273,RP5-864K19.4
chr11:113335037-113339286,0.518457265496781,0.675586153146717,0.691926998765993,0.528089887640449,0.604494382022472,Motor Cortex,43,141,89,445,0.48314606741573,0.31685393258427,TTC12
chr19:6414120-6415141,0.518444640828178,0.499008592200925,0.531262392597489,0.606741573033708,0.62247191011236,Motor Cortex,54,279,89,445,0.606741573033708,0.626966292134831,KHSRP
chr17:4718023-4718612,0.518432016159576,0.496564876726178,0.515755612233175,0.51685393258427,0.602247191011236,Motor Cortex,85,425,89,445,0.955056179775281,0.955056179775281,ARRB2
chr19:38710342-38714469,0.518394142153769,0.481073415512163,0.498723682775172,0.393258426966292,0.426966292134831,Motor Cortex,89,445,89,445,1,1,ACTN4
chr20:6015490-6026171,0.518394142153769,0.0607348921955664,0.0814758578803523,0.123595505617978,0.159550561797753,Motor Cortex,1,13,89,445,0.0112359550561798,0.0292134831460674,CRLS1
chr19:34391694-34391993,0.518351648351648,0.249300699300699,0.272402597402597,0.369230769230769,0.428571428571429,FTD frontal/temporal,33,17,130,70,0.253846153846154,0.242857142857143,GPI
chr19:44388102-44392348,0.518349858882947,0.177295217152281,0.184718829651657,0.313725490196078,0.372159090909091,Cord,21,106,153,704,0.137254901960784,0.150568181818182,ZNF285
chr4:82939962-82970327,0.518345216874629,0.672275216392864,0.695110949017199,0.581699346405229,0.578125,Cord,56,258,153,704,0.366013071895425,0.366477272727273,LIN54
chr14:56585912-56593115,0.518318394142154,0.320169820297918,0.341543754346155,0.382022471910112,0.406741573033708,Motor Cortex,33,182,89,445,0.370786516853933,0.408988764044944,TMEM260
chr1:100383640-100390732,0.518298796791444,0.222755768974256,0.223886827458256,0.34640522875817,0.394886363636364,Cord,25,105,153,704,0.163398692810458,0.149147727272727,CDC14A
chr3:197297235-197298536,0.518296703296703,0.514327979712595,0.533437990580848,0.553846153846154,0.6,FTD frontal/temporal,113,65,130,70,0.869230769230769,0.928571428571429,DLG1
chr8:93755137-93758483,0.518296703296703,0.766555183946488,0.757919254658385,0.630769230769231,0.657142857142857,FTD frontal/temporal,28,12,130,70,0.215384615384615,0.171428571428571,TMEM67
chr20:17970370-17972707,0.518294154783125,0.0277777777777778,0.0335098140495868,0.0326797385620915,0.0710227272727273,Cord,3,7,153,704,0.0196078431372549,0.00994318181818182,MGME1
chr15:82475637-82476786,0.518289512774807,0.31255762493085,0.336852557708749,0.405228758169935,0.421875,Cord,66,287,153,704,0.431372549019608,0.407670454545455,GOLGA2P10
chr7:100650643-100655019,0.518284870766489,0.00772430184194883,0.0262999311294766,0.0130718954248366,0.0497159090909091,Cord,0,7,153,704,0,0.00994318181818182,ACTL6B
chr10:115215880-115265193,0.518280520136346,0.484899045366225,0.503193376700177,0.471910112359551,0.507865168539326,Motor Cortex,89,444,89,445,1,0.997752808988764,ATRNL1
chr15:66356715-66386607,0.518275586749851,0.0159879336349924,0.0494536713286713,0.0588235294117647,0.0923295454545454,Cord,1,13,153,704,0.0065359477124183,0.0184659090909091,TIPIN
chr22:22309883-22318899,0.518238450683304,0.00835148874364555,0.0254103535353535,0.0130718954248366,0.0497159090909091,Cord,0,3,153,704,0,0.00426136363636364,CH17-264L24.2
chr16:30784273-30784410,0.518201314616756,0.259989601901367,0.293065599173554,0.418300653594771,0.4375,Cord,47,220,153,704,0.30718954248366,0.3125,ZNF629
chr19:7643048-7644614,0.518192147456129,0.00879335613092336,0.0310698583292623,0.0224719101123596,0.0584269662921348,Motor Cortex,0,9,89,445,0,0.0202247191011236,STXBP2
chr12:133143622-133144434,0.518186813186813,0.135612535612536,0.141005291005291,0.238461538461539,0.3,FTD frontal/temporal,14,4,130,70,0.107692307692308,0.0571428571428571,ZNF10
chr4:158681614-158682195,0.518179522787527,0.10938250264093,0.128781331028522,0.213483146067416,0.249438202247191,Motor Cortex,5,25,89,445,0.0561797752808989,0.0561797752808989,ETFDH
chr14:74921561-74923180,0.518154273450322,0.610408396689767,0.634488326717352,0.573033707865169,0.608988764044944,Motor Cortex,49,235,89,445,0.550561797752809,0.528089887640449,RPS6KL1
chr1:25243633-25245150,0.518145610516934,0.481734000628611,0.500203172290102,0.464052287581699,0.477272727272727,Cord,152,704,153,704,0.993464052287582,1,RSRP1
chr10:77793235-77794008,0.518140968508615,0.0116339869281046,0.03625,0.0326797385620915,0.0681818181818182,Cord,0,13,153,704,0,0.0184659090909091,DLG5
chr2:11164261-11174968,0.518131868131868,0.152197802197802,0.172448979591837,0.261538461538462,0.328571428571429,FTD frontal/temporal,16,6,130,70,0.123076923076923,0.0857142857142857,SLC66A3
chr11:18312024-18322077,0.51812704248366,0.352053578633099,0.369427784792368,0.411764705882353,0.453125,Cord,73,397,153,704,0.477124183006536,0.563920454545455,HPS5
chr2:55181744-55195200,0.51812704248366,0.0206971677559913,0.0341205018939394,0.0326797385620915,0.0696022727272727,Cord,2,10,153,704,0.0130718954248366,0.0142045454545455,CLHC1
chr6:99468170-99468537,0.518117758467023,0.270685786752512,0.291676560379919,0.379084967320261,0.436079545454546,Cord,45,237,153,704,0.294117647058824,0.336647727272727,USP45
chr3:62466413-62467298,0.518089906417112,0.21043771043771,0.224548037190083,0.320261437908497,0.339488636363636,Cord,25,144,153,704,0.163398692810458,0.204545454545455,CADPS
chr1:22025639-22030283,0.518076923076923,0.114010989010989,0.195408163265306,0.253846153846154,0.271428571428571,FTD frontal/temporal,8,7,130,70,0.0615384615384615,0.1,LINC00339
chr19:37078570-37089039,0.518076923076923,0.125037707390649,0.159663865546218,0.253846153846154,0.285714285714286,FTD frontal/temporal,15,10,130,70,0.115384615384615,0.142857142857143,ZNF420
chr19:39420996-39421283,0.518076923076923,0.0356643356643356,0.0298701298701299,0.0461538461538461,0.0857142857142857,FTD frontal/temporal,1,0,130,70,0.00769230769230769,0,PLEKHG2
chr1:241517316-241519060,0.518062054367201,0.638753142282554,0.665021853146853,0.588235294117647,0.637784090909091,Cord,77,334,153,704,0.503267973856209,0.474431818181818,FH
chr21:39410937-39413873,0.5180406514329,0.0884532632082238,0.0922065503227349,0.146067415730337,0.18876404494382,Motor Cortex,3,22,89,445,0.0337078651685393,0.049438202247191,GET1
chr6:36797666-36798165,0.518028026764298,0.691234332535594,0.712505577414514,0.561797752808989,0.606741573033708,Motor Cortex,29,111,89,445,0.325842696629214,0.249438202247191,CPNE5
chr12:97560197-97560537,0.518021978021978,0.370231822971549,0.38600782778865,0.430769230769231,0.414285714285714,FTD frontal/temporal,71,27,130,70,0.546153846153846,0.385714285714286,RMST
chr1:243523467-243545510,0.518002777427093,0.0680541368743616,0.0863891726251277,0.134831460674157,0.170786516853933,Motor Cortex,3,18,89,445,0.0337078651685393,0.0404494382022472,AKT3
chr7:151877866-151878860,0.518002777427093,0.27821566325675,0.300670803286936,0.404494382022472,0.373033707865169,Motor Cortex,31,151,89,445,0.348314606741573,0.339325842696629,PRKAG2-AS1
chr9:127462373-127478934,0.518002777427093,0.0446033367381682,0.0707524685052775,0.101123595505618,0.134831460674157,Motor Cortex,1,13,89,445,0.0112359550561798,0.0292134831460674,LRSAM1
chr19:20409956-20417666,0.517977528089888,0,0.0198789974070873,0,0.0359550561797753,Motor Cortex,0,2,89,445,0,0.00449438202247191,ZNF826P
chr20:3343731-3344641,0.517977528089888,0,0.019625468164794,0,0.0359550561797753,Motor Cortex,0,1,89,445,0,0.00224719101123596,"DNAAF9,C20orf194"
chr3:129483682-129483926,0.517977528089888,0,0.0191011235955056,0,0.0359550561797753,Motor Cortex,0,3,89,445,0,0.00674157303370787,IFT122
chr5:180809076-180809795,0.517977528089888,0,0.0191011235955056,0,0.0359550561797753,Motor Cortex,0,1,89,445,0,0.00224719101123596,MGAT1
chr16:2092188-2093544,0.517967032967033,0.427767354596623,0.44102787456446,0.423076923076923,0.428571428571429,FTD frontal/temporal,87,55,130,70,0.669230769230769,0.785714285714286,PKD1
