paste_into_igv_junction,not_path,path,gene,type,strand,n_invitro_observed,fraction_not_path,fraction_path
chr1:90982370-91020637,253,877,ZNF644,novel_donor,-,1,0.336436170212766,0.943010752688172
chr1:91021201-91021689,114,365,ZNF644,annotated,-,5,0.151595744680851,0.39247311827957
chr1:91515876-91524041,8,26,CDC7,novel_exon_skip,+,1,0.0106382978723404,0.0279569892473118
chr1:92264638-92266540,27,162,GLMN,novel_combo,-,1,0.0359042553191489,0.174193548387097
chr1:92266593-92266700,80,318,GLMN,annotated,-,1,0.106382978723404,0.341935483870968
chr1:92345914-92349652,83,294,RPAP2,novel_acceptor,+,1,0.110372340425532,0.316129032258065
chr1:92345914-92357557,41,201,RPAP2,novel_acceptor,+,2,0.0545212765957447,0.216129032258065
chr1:92513970-92518696,13,49,EVI5,novel_donor,-,2,0.0172872340425532,0.0526881720430108
chr1:92513970-92536037,61,191,EVI5,novel_donor,-,1,0.0811170212765958,0.205376344086022
chr1:92536046-92563642,31,68,EVI5,novel_acceptor,-,1,0.0412234042553192,0.0731182795698925
chr1:92536049-92563642,12,47,EVI5,novel_acceptor,-,6,0.0159574468085106,0.0505376344086022
chr1:925800-925922,25,130,SAMD11,annotated,+,1,0.0332446808510638,0.139784946236559
chr1:92605402-92624176,58,261,EVI5,novel_exon_skip,-,1,0.0771276595744681,0.280645161290323
chr1:92704744-92784836,78,341,EVI5,annotated,-,2,0.103723404255319,0.366666666666667
chr1:92736627-92773906,266,872,EVI5,annotated,-,1,0.353723404255319,0.937634408602151
chr1:92774023-92784836,197,675,EVI5,novel_acceptor,-,3,0.261968085106383,0.725806451612903
chr1:93156483-93158815,255,880,TMED5,annotated,-,1,0.339095744680851,0.946236559139785
chr1:93180852-93183360,40,101,CCDC18,annotated,+,1,0.0531914893617021,0.108602150537634
chr1:93207398-93210850,4,16,CCDC18,novel_acceptor,+,1,0.00531914893617021,0.0172043010752688
chr1:93216746-93221609,9,27,CCDC18,annotated,+,2,0.011968085106383,0.0290322580645161
chr1:93264772-93269683,25,84,CCDC18-AS1,annotated,-,1,0.0332446808510638,0.0903225806451613
chr1:93522135-93522888,42,129,FNBP1L,novel_acceptor,+,1,0.0558510638297872,0.138709677419355
chr1:939412-942136,8,42,SAMD11,novel_exon_skip,+,2,0.0106382978723404,0.0451612903225806
chr1:939460-942136,7,22,SAMD11,novel_exon_skip,+,1,0.00930851063829787,0.0236559139784946
chr1:943058-943698,65,210,SAMD11,novel_exon_skip,+,2,0.086436170212766,0.225806451612903
chr1:94931985-94962979,139,565,CNN3-DT,annotated,+,1,0.184840425531915,0.60752688172043
chr1:94983633-95027129,93,394,ALG14,annotated,-,2,0.123670212765957,0.423655913978495
chr1:95234315-95237348,33,168,RWDD3,annotated,+,1,0.0438829787234043,0.180645161290323
chr1:95244651-95246542,113,398,RWDD3,annotated,+,1,0.150265957446809,0.427956989247312
chr1:95244715-95246542,53,182,RWDD3,novel_combo,+,1,0.0704787234042553,0.195698924731183
chr1:9607789-9611753,16,38,TMEM201,novel_exon_skip,+,1,0.0212765957446809,0.0408602150537634
chr1:960800-961629,38,98,KLHL17,novel_exon_skip,+,2,0.050531914893617,0.105376344086022
chr1:963253-963920,0,2,KLHL17,novel_exon_skip,+,1,0,0.0021505376344086
chr1:96804939-96806866,269,909,PTBP2,annotated,+,1,0.357712765957447,0.97741935483871
chr1:9740774-9741094,67,195,CLSTN1,novel_acceptor,-,1,0.0890957446808511,0.209677419354839
chr1:97720926-97721510,273,893,DPYD,annotated,-,1,0.363031914893617,0.960215053763441
chr1:97732470-97740392,209,729,DPYD,novel_acceptor,-,2,0.277925531914894,0.783870967741935
chr1:97979315-98046008,1,1,MIR137HG,annotated,-,1,0.00132978723404255,0.0010752688172043
chr1:9877989-9883705,96,229,CTNNBIP1,annotated,-,1,0.127659574468085,0.246236559139785
chr1:9883738-9910095,85,163,CTNNBIP1,annotated,-,1,0.113031914893617,0.175268817204301
chr1:99297979-99299035,1,12,PLPPR4,novel_donor,+,1,0.00132978723404255,0.0129032258064516
chr1:9943515-9949638,4,13,NMNAT1,ambig_gene,+,2,0.00531914893617021,0.0139784946236559
chr1:99711532-99712105,15,71,FRRS1,annotated,-,1,0.0199468085106383,0.0763440860215054
chr1:99870581-99874687,5,22,AGL,novel_exon_skip,+,1,0.00664893617021277,0.0236559139784946
chr20:10245515-10275429,10,17,SNAP25-AS1,none,+,1,0.0132978723404255,0.0182795698924731
chr20:10277726-10306129,25,71,SNAP25,novel_exon_skip,+,1,0.0332446808510638,0.0763440860215054
chr20:10292999-10293161,115,298,SNAP25,novel_combo,+,1,0.152925531914894,0.320430107526882
chr20:10533208-10556231,22,77,SLX4IP,novel_donor,+,1,0.0292553191489362,0.0827956989247312
chr20:1183885-1184302,13,22,TMEM74B,novel_acceptor,-,1,0.0172872340425532,0.0236559139784946
chr20:1325529-1373078,102,433,SDCBP2-AS1,annotated,+,1,0.13563829787234,0.465591397849462
chr20:1325782-1373078,12,30,SDCBP2-AS1,annotated,+,1,0.0159574468085106,0.032258064516129
chr20:13534141-13580897,141,422,TASP1,annotated,-,1,0.1875,0.453763440860215
chr20:13587370-13616857,214,715,TASP1,annotated,-,4,0.284574468085106,0.768817204301075
chr20:13783183-13784734,4,40,ESF1,novel_donor,-,2,0.00531914893617021,0.0430107526881721
chr20:17659124-17659305,0,0,RRBP1,none,-,1,0,0
chr20:17659244-17659515,0,3,RRBP1,none,-,4,0,0.0032258064516129
chr20:17970370-17972707,2,5,MGME1,novel_acceptor,+,1,0.00265957446808511,0.00537634408602151
chr20:17970370-17988166,162,551,MGME1,annotated,+,1,0.215425531914894,0.59247311827957
chr20:18138504-18142208,11,65,KAT14,annotated,+,1,0.0146276595744681,0.0698924731182796
chr20:18288604-18305008,9,27,ZNF133,annotated,+,2,0.011968085106383,0.0290322580645161
chr20:18298062-18305008,23,34,ZNF133,annotated,+,1,0.0305851063829787,0.0365591397849462
chr20:18427159-18443347,25,44,DZANK1,novel_exon_skip,-,1,0.0332446808510638,0.0473118279569893
chr20:18449069-18453731,76,268,DZANK1,annotated,-,2,0.101063829787234,0.288172043010753
chr20:19681991-19683910,3,6,SLC24A3,novel_acceptor,+,6,0.00398936170212766,0.00645161290322581
chr20:19681991-19683913,5,20,SLC24A3,novel_acceptor,+,6,0.00664893617021277,0.021505376344086
chr20:19683960-19684176,9,29,SLC24A3,novel_donor,+,6,0.011968085106383,0.0311827956989247
chr20:19870915-19871082,100,307,RIN2,annotated,+,1,0.132978723404255,0.33010752688172
chr20:19965024-19968392,0,2,RIN2,novel_acceptor,+,3,0,0.0021505376344086
chr20:19968424-19970838,0,1,RIN2,novel_donor,+,2,0,0.0010752688172043
chr20:19992299-20000613,17,41,RIN2,novel_exon_skip,+,5,0.0226063829787234,0.0440860215053763
chr20:20472956-20490914,0,3,RALGAPA2,novel_donor,-,5,0,0.0032258064516129
chr20:20491001-20495117,0,1,RALGAPA2,novel_acceptor,-,5,0,0.0010752688172043
chr20:20491538-20495117,0,2,RALGAPA2,novel_acceptor,-,1,0,0.0021505376344086
chr20:21163159-21214535,127,449,KIZ,novel_exon_skip,+,1,0.168882978723404,0.482795698924731
chr20:21366790-21368463,0,3,XRN2,novel_donor,+,1,0,0.0032258064516129
chr20:23365747-23368762,194,636,GZF1,annotated,+,1,0.257978723404255,0.683870967741935
chr20:2465819-2467192,243,807,SNRPB,annotated,-,1,0.32313829787234,0.867741935483871
chr20:2467315-2467607,237,811,SNRPB,annotated,-,1,0.315159574468085,0.872043010752688
chr20:24964022-24969526,245,807,APMAP,novel_exon_skip,-,1,0.325797872340426,0.867741935483871
chr20:25274723-25276200,206,602,PYGB,novel_acceptor,+,1,0.273936170212766,0.647311827956989
chr20:25276294-25276646,199,548,PYGB,novel_donor,+,1,0.264627659574468,0.589247311827957
chr20:25317078-25323325,237,836,ABHD12,novel_exon_skip,-,1,0.315159574468085,0.898924731182796
chr20:25419805-25425211,18,50,GINS1,novel_donor,+,1,0.023936170212766,0.0537634408602151
chr20:25491525-25503952,19,39,NINL,novel_exon_skip,-,1,0.0252659574468085,0.0419354838709678
chr20:25674007-25674897,199,667,ZNF337-AS1,annotated,+,2,0.264627659574468,0.717204301075269
chr20:25674007-25688703,0,0,ZNF337-AS1,novel_exon_skip,+,1,0,0
chr20:25675078-25688703,16,61,ZNF337-AS1,novel_exon_skip,+,1,0.0212765957446809,0.0655913978494624
chr20:25677037-25696759,95,365,ZNF337,novel_exon_skip,-,1,0.126329787234043,0.39247311827957
chr20:2655542-2656401,3,4,NOP56,novel_donor,+,1,0.00398936170212766,0.0043010752688172
chr20:2658522-2658638,182,661,IDH3B,annotated,-,1,0.242021276595745,0.710752688172043
chr20:2692950-2693661,128,364,EBF4,annotated,+,1,0.170212765957447,0.391397849462366
chr20:2706264-2706740,145,381,EBF4,novel_acceptor,+,1,0.19281914893617,0.409677419354839
chr20:2752545-2755743,125,285,EBF4,annotated,+,2,0.166223404255319,0.306451612903226
chr20:2838746-2839192,63,188,PCED1A,novel_exon_skip,-,1,0.0837765957446809,0.202150537634409
chr20:28580744-28581919,62,248,FRG1CP,annotated,-,1,0.0824468085106383,0.266666666666667
chr20:28600719-28602609,26,81,FRG1CP,novel_acceptor,-,1,0.0345744680851064,0.0870967741935484
chr20:29494955-29496150,7,18,FRG1EP,novel_donor,-,1,0.00930851063829787,0.0193548387096774
chr20:3021428-3022689,42,95,PTPRA,novel_exon_skip,+,1,0.0558510638297872,0.102150537634409
chr20:30547544-30549274,4,15,RP11-462H3.2,none,-,1,0.00531914893617021,0.0161290322580645
chr20:3156126-3159766,7,32,UBOX5,ambig_gene,-,2,0.00930851063829787,0.0344086021505376
chr20:31992863-31995068,2,4,XKR7,novel_donor,+,1,0.00265957446808511,0.0043010752688172
chr20:3209617-3213258,183,623,ITPA,annotated,+,1,0.243351063829787,0.66989247311828
chr20:32136173-32141541,258,853,TM9SF4,annotated,+,1,0.343085106382979,0.917204301075269
chr20:32143077-32145091,251,712,TM9SF4,novel_donor,+,1,0.333776595744681,0.765591397849462
chr20:32216721-32222633,79,255,POFUT1,novel_acceptor,+,1,0.105053191489362,0.274193548387097
chr20:322565-348271,21,58,NRSN2-AS1,annotated,-,1,0.0279255319148936,0.0623655913978495
chr20:32371874-32372164,42,176,ASXL1,annotated,+,1,0.0558510638297872,0.189247311827957
chr20:32791708-32795409,2,2,DNMT3B,novel_exon_skip,+,1,0.00265957446808511,0.0021505376344086
chr20:32802470-32806209,2,8,DNMT3B,novel_exon_skip,+,1,0.00265957446808511,0.00860215053763441
chr20:3304543-3307521,58,184,C20orf194,novel_donor,-,1,0.0771276595744681,0.197849462365591
chr20:3343731-3344641,4,10,C20orf194,novel_donor,-,9,0.00531914893617021,0.010752688172043
chr20:3343731-3344641,4,10,DNAAF9,novel_donor,-,1,0.00531914893617021,0.010752688172043
chr20:3344699-3348525,0,6,C20orf194,novel_acceptor,-,8,0,0.00645161290322581
chr20:3344699-3348525,0,6,DNAAF9,novel_acceptor,-,1,0,0.00645161290322581
chr20:33490301-33524600,2,3,CBFA2T2,novel_acceptor,+,1,0.00265957446808511,0.0032258064516129
chr20:33490301-33573974,101,321,CBFA2T2,annotated,+,1,0.134308510638298,0.345161290322581
chr20:33623296-33623773,143,447,CBFA2T2,annotated,+,1,0.190159574468085,0.480645161290323
chr20:33623854-33624764,144,419,CBFA2T2,annotated,+,1,0.191489361702128,0.450537634408602
chr20:33994131-34065044,1,7,RALY,novel_exon_skip,+,1,0.00132978723404255,0.00752688172043011
chr20:34072330-34075874,8,52,RALY,novel_exon_skip,+,2,0.0106382978723404,0.0559139784946237
chr20:34072330-34076702,8,14,RALY,novel_exon_skip,+,5,0.0106382978723404,0.0150537634408602
chr20:34072914-34073563,0,1,RALY,novel_donor,+,2,0,0.0010752688172043
chr20:34194760-34196770,0,0,ASIP,novel_acceptor,+,1,0,0
chr20:34196846-34215984,1,0,ASIP,none,+,2,0.00132978723404255,0
chr20:34477860-34479695,129,411,ITCH,annotated,+,1,0.171542553191489,0.441935483870968
chr20:34477906-34479630,256,874,ITCH,annotated,+,1,0.340425531914894,0.939784946236559
chr20:34507908-34526268,49,147,ITCH,annotated,+,2,0.0651595744680851,0.158064516129032
chr20:34515500-34526268,42,85,ITCH,ambig_gene,+,1,0.0558510638297872,0.0913978494623656
chr20:34704778-34705358,254,810,TP53INP2,annotated,+,1,0.337765957446809,0.870967741935484
chr20:34746928-34748699,27,64,NCOA6,novel_donor,-,1,0.0359042553191489,0.0688172043010753
chr20:34748803-34749403,23,66,NCOA6,novel_acceptor,-,1,0.0305851063829787,0.0709677419354839
chr20:34790069-34792450,6,22,NCOA6,novel_acceptor,-,1,0.00797872340425532,0.0236559139784946
chr20:34859682-34859969,186,478,GGT7,novel_acceptor,-,1,0.247340425531915,0.513978494623656
chr20:34860130-34860254,248,744,GGT7,novel_acceptor,-,1,0.329787234042553,0.8
chr20:34937023-34942931,31,62,GSS,annotated,-,1,0.0412234042553192,0.0666666666666667
chr20:34946098-34950051,0,0,GSS,novel_donor,-,1,0,0
chr20:35007867-35008664,129,447,TRPC4AP,novel_acceptor,-,1,0.171542553191489,0.480645161290323
chr20:35126375-35134105,1,4,EDEM2,novel_donor,-,1,0.00132978723404255,0.0043010752688172
chr20:35236191-35272005,226,750,MMP24OS,annotated,-,1,0.300531914893617,0.806451612903226
chr20:35271835-35272036,6,13,MMP24OS,none,+,2,0.00797872340425532,0.0139784946236559
chr20:35272145-35278009,253,850,MMP24OS,annotated,-,2,0.336436170212766,0.913978494623656
chr20:35272145-35278046,256,831,MMP24OS,annotated,-,3,0.340425531914894,0.893548387096774
chr20:35476595-35479231,171,499,CEP250,novel_exon_skip,+,1,0.227393617021277,0.536559139784946
chr20:35617240-35619195,7,46,SPAG4,novel_exon_skip,+,1,0.00930851063829787,0.0494623655913979
chr20:35630490-35630901,140,416,CPNE1,novel_exon_skip,-,2,0.186170212765957,0.447311827956989
chr20:35632923-35655202,277,902,CPNE1,annotated,-,1,0.368351063829787,0.96989247311828
chr20:35698590-35698745,34,101,NFS1,annotated,-,1,0.0452127659574468,0.108602150537634
chr20:35698590-35699310,159,549,NFS1,annotated,-,1,0.211436170212766,0.590322580645161
chr20:35739017-35739393,36,131,RBM39,annotated,-,1,0.0478723404255319,0.140860215053763
chr20:35801605-35823258,9,38,PHF20,novel_acceptor,+,1,0.011968085106383,0.0408602150537634
chr20:35917662-35931249,76,194,PHF20,novel_exon_skip,+,1,0.101063829787234,0.208602150537634
chr20:36092157-36173764,4,14,EPB41L1,novel_donor,+,1,0.00531914893617021,0.0150537634408602
chr20:36092813-36173764,276,908,EPB41L1,annotated,+,1,0.367021276595745,0.976344086021505
chr20:36092813-36175551,166,591,EPB41L1,annotated,+,1,0.220744680851064,0.635483870967742
chr20:36207780-36209488,254,847,EPB41L1,annotated,+,1,0.337765957446809,0.910752688172043
chr20:36212376-36221864,255,851,EPB41L1,novel_exon_skip,+,8,0.339095744680851,0.91505376344086
chr20:36214440-36221864,264,887,EPB41L1,novel_exon_skip,+,1,0.351063829787234,0.953763440860215
chr20:36236782-36236882,17,62,AAR2,annotated,+,2,0.0226063829787234,0.0666666666666667
chr20:36461510-36465265,29,92,DLGAP4,annotated,+,1,0.038563829787234,0.0989247311827957
chr20:36497066-36499242,252,797,DLGAP4,annotated,+,2,0.335106382978723,0.856989247311828
chr20:36499321-36499588,187,526,DLGAP4,annotated,+,1,0.248670212765957,0.565591397849462
chr20:36606032-36607890,9,15,RAB5IF,novel_donor,+,1,0.011968085106383,0.0161290322580645
chr20:36607818-36607890,233,808,RAB5IF,annotated,+,1,0.309840425531915,0.868817204301075
chr20:36608000-36609601,249,843,RAB5IF,annotated,+,1,0.331117021276596,0.906451612903226
chr20:36762512-36766769,17,60,DSN1,novel_acceptor,-,1,0.0226063829787234,0.0645161290322581
chr20:36781304-36852826,0,0,SOGA1,none,+,3,0,0
chr20:36917096-36919364,239,817,SAMHD1,annotated,-,1,0.31781914893617,0.878494623655914
chr20:37022826-37035242,28,96,RBL1,novel_exon_skip,-,1,0.0372340425531915,0.103225806451613
chr20:37067021-37067233,39,160,RBL1,novel_combo,-,1,0.0518617021276596,0.172043010752688
chr20:37519350-37527631,66,196,BLCAP,annotated,-,1,0.0877659574468085,0.210752688172043
chr20:3796731-3797664,89,273,CDC25B,annotated,+,1,0.118351063829787,0.293548387096774
chr20:37996462-37999188,44,122,TTI1,novel_exon_skip,-,1,0.0585106382978723,0.131182795698925
chr20:38037534-38040435,0,4,RPRD1B,novel_donor,+,2,0,0.0043010752688172
chr20:38066256-38070225,48,94,RPRD1B,annotated,+,1,0.0638297872340426,0.101075268817204
chr20:38088420-38089726,29,91,RPRD1B,novel_donor,+,1,0.038563829787234,0.0978494623655914
chr20:3820854-3822102,127,398,AP5S1,annotated,+,1,0.168882978723404,0.427956989247312
chr20:38421098-38422092,133,438,SNHG17,annotated,-,1,0.17686170212766,0.470967741935484
chr20:38421098-38425935,64,170,SNHG17,annotated,-,3,0.0851063829787234,0.182795698924731
chr20:38883540-38889595,6,19,PPP1R16B,novel_donor,+,1,0.00797872340425532,0.0204301075268817
chr20:38907935-38908032,178,573,PPP1R16B,novel_acceptor,+,1,0.236702127659575,0.616129032258065
chr20:3964024-3989585,8,37,RNF24,novel_donor,-,2,0.0106382978723404,0.0397849462365591
chr20:408779-409830,190,573,RBCK1,annotated,+,1,0.252659574468085,0.616129032258065
chr20:408779-417526,97,260,RBCK1,annotated,+,1,0.128989361702128,0.279569892473118
chr20:41201384-41202057,220,696,ZHX3,annotated,-,6,0.292553191489362,0.748387096774194
chr20:41238796-41268990,46,143,ZHX3,novel_exon_skip,-,1,0.0611702127659575,0.153763440860215
chr20:41267612-41268990,277,903,ZHX3,annotated,-,1,0.368351063829787,0.970967741935484
chr20:41354737-41354825,131,325,LPIN3,novel_acceptor,+,4,0.174202127659574,0.349462365591398
chr20:41512995-41533050,136,300,CHD6,novel_exon_skip,-,1,0.180851063829787,0.32258064516129
chr20:417342-417526,56,161,RBCK1,annotated,+,2,0.074468085106383,0.173118279569892
chr20:4176163-4177351,95,309,SMOX,annotated,+,2,0.126329787234043,0.332258064516129
chr20:419731-422127,271,879,RBCK1,annotated,+,1,0.360372340425532,0.945161290322581
chr20:42098552-42099129,0,5,PTPRT,novel_donor,-,2,0,0.00537634408602151
chr20:42099289-42102124,0,4,PTPRT,novel_acceptor,-,2,0,0.0043010752688172
chr20:43458509-43459153,271,909,SRSF6,annotated,+,1,0.360372340425532,0.97741935483871
chr20:43514776-43528657,0,0,L3MBTL1,ambig_gene,+,1,0,0
chr20:43514776-43528657,0,0,RP1-138B7.8,ambig_gene,+,1,0,0
chr20:43515415-43528657,7,20,L3MBTL1,ambig_gene,+,6,0.00930851063829787,0.021505376344086
chr20:43515415-43528657,7,20,RP1-138B7.8,ambig_gene,+,6,0.00930851063829787,0.021505376344086
chr20:43540308-43548147,21,28,L3MBTL1,annotated,+,1,0.0279255319148936,0.0301075268817204
chr20:435970-437440,50,132,TBC1D20,annotated,-,1,0.0664893617021277,0.141935483870968
chr20:43618353-43618940,243,808,IFT52,annotated,+,1,0.32313829787234,0.868817204301075
chr20:44532400-44582585,6,15,PKIG,novel_donor,+,3,0.00797872340425532,0.0161290322580645
chr20:44622930-44629047,0,4,ADA,novel_exon_skip,-,1,0,0.0043010752688172
chr20:44709470-44711800,2,8,KCNK15-AS1,annotated,-,1,0.00265957446808511,0.00860215053763441
chr20:44709470-44738820,3,3,KCNK15-AS1,novel_exon_skip,-,1,0.00398936170212766,0.0032258064516129
chr20:44711988-44716625,9,22,KCNK15-AS1,annotated,-,2,0.011968085106383,0.0236559139784946
chr20:44930726-44931833,0,4,PABPC1L,annotated,+,1,0,0.0043010752688172
chr20:44930726-44933057,9,22,PABPC1L,annotated,+,1,0.011968085106383,0.0236559139784946
chr20:44995257-45000392,5,20,STK4,novel_exon_skip,+,1,0.00664893617021277,0.021505376344086
chr20:45843772-45844263,223,663,ACOT8,annotated,-,1,0.296542553191489,0.712903225806452
chr20:46023071-46034948,45,97,SLC12A5,novel_combo,+,1,0.0598404255319149,0.104301075268817
chr20:46024101-46027663,0,1,SLC12A5,novel_donor,+,1,0,0.0010752688172043
chr20:46122756-46126640,123,468,CD40,annotated,+,3,0.163563829787234,0.503225806451613
chr20:46358958-46364015,10,38,SLC35C2,novel_donor,-,1,0.0132978723404255,0.0408602150537634
chr20:46386275-46389039,140,433,ELMO2,annotated,-,1,0.186170212765957,0.465591397849462
chr20:46387628-46389039,67,213,ELMO2,novel_acceptor,-,1,0.0890957446808511,0.229032258064516
chr20:46504740-46509605,181,613,ZNF334,annotated,-,2,0.240691489361702,0.659139784946237
chr20:46509751-46512082,81,279,ZNF334,annotated,-,1,0.107712765957447,0.3
chr20:46575685-46589160,13,22,SLC13A3,novel_exon_skip,-,1,0.0172872340425532,0.0236559139784946
chr20:4686736-4699211,213,747,PRNP,annotated,+,1,0.283244680851064,0.803225806451613
chr20:47254424-47262288,66,149,ZMYND8,novel_acceptor,-,1,0.0877659574468085,0.160215053763441
chr20:47639202-47639622,156,506,NCOA3,annotated,+,1,0.207446808510638,0.544086021505376
chr20:47681096-47682994,8,16,SULF2,novel_acceptor,-,2,0.0106382978723404,0.0172043010752688
chr20:47702670-47757189,61,139,SULF2,annotated,-,1,0.0811170212765958,0.149462365591398
chr20:48676268-48679651,19,42,PREX1,novel_exon_skip,-,1,0.0252659574468085,0.0451612903225806
chr20:48737497-48745025,2,14,PREX1,novel_acceptor,-,1,0.00265957446808511,0.0150537634408602
chr20:4884823-4899555,269,890,SLC23A2,novel_exon_skip,-,1,0.357712765957447,0.956989247311828
chr20:48963898-48965875,280,928,ARFGEF2,annotated,+,1,0.372340425531915,0.997849462365591
chr20:48973284-48976016,200,563,ARFGEF2,annotated,+,1,0.265957446808511,0.605376344086022
chr20:49263564-49264716,18,49,ZNFX1,novel_acceptor,-,1,0.023936170212766,0.0526881720430108
chr20:49275887-49277930,25,69,ZNFX1,annotated,-,1,0.0332446808510638,0.0741935483870968
chr20:49482646-49483241,159,471,KCNB1,annotated,-,1,0.211436170212766,0.506451612903226
chr20:49855581-49864728,9,38,SLC9A8,novel_acceptor,+,1,0.011968085106383,0.0408602150537634
chr20:50129690-50143502,68,183,PEDS1,annotated,-,3,0.0904255319148936,0.196774193548387
chr20:50130947-50131020,5,19,PEDS1,annotated,-,1,0.00664893617021277,0.0204301075268817
chr20:50311919-50312352,1,1,LINC01270,annotated,+,1,0.00132978723404255,0.0010752688172043
chr20:50312430-50313484,0,0,LINC01270,annotated,+,1,0,0
chr20:50313299-50313484,1,2,LINC01270,annotated,+,1,0.00132978723404255,0.0021505376344086
chr20:50876093-50876486,131,381,BCAS4,annotated,+,1,0.174202127659574,0.409677419354839
chr20:50942126-50945847,87,330,DPM1,annotated,-,1,0.115691489361702,0.354838709677419
chr20:5111605-5112730,33,114,TMEM230,novel_combo,-,1,0.0438829787234043,0.12258064516129
chr20:5111605-5112743,21,68,TMEM230,annotated,-,1,0.0279255319148936,0.0731182795698925
chr20:52052132-52088392,3,3,ZFP64,annotated,-,2,0.00398936170212766,0.0032258064516129
chr20:52119518-52160123,4,7,ZFP64,novel_acceptor,-,1,0.00531914893617021,0.00752688172043011
chr20:528049-543672,237,800,CSNK2A1,annotated,-,1,0.315159574468085,0.860215053763441
chr20:56000847-56001290,47,139,CBLN4,novel_donor,-,1,0.0625,0.149462365591398
chr20:56001368-56003881,40,139,CBLN4,novel_acceptor,-,1,0.0531914893617021,0.149462365591398
chr20:5750479-5756712,25,83,SHLD1,annotated,+,1,0.0332446808510638,0.089247311827957
chr20:5756848-5772862,29,83,SHLD1,annotated,+,3,0.038563829787234,0.089247311827957
chr20:5773043-5773132,16,53,SHLD1,annotated,+,1,0.0212765957446809,0.056989247311828
chr20:5773043-5773135,1,5,SHLD1,novel_acceptor,+,1,0.00132978723404255,0.00537634408602151
chr20:5773043-5817485,135,445,SHLD1,novel_acceptor,+,2,0.179521276595745,0.478494623655914
chr20:58418363-58438945,175,526,VAPB,annotated,+,1,0.232712765957447,0.565591397849462
chr20:58670603-58673631,191,605,STX16,annotated,+,3,0.253989361702128,0.650537634408602
chr20:58694592-58694812,0,1,NPEPL1,ambig_gene,+,5,0,0.0010752688172043
chr20:58694592-58694812,0,1,STX16-NPEPL1,ambig_gene,+,5,0,0.0010752688172043
chr20:58701158-58702893,76,176,STX16-NPEPL1,ambig_gene,+,1,0.101063829787234,0.189247311827957
chr20:58895684-58899949,107,378,GNAS,annotated,+,1,0.142287234042553,0.406451612903226
chr20:58989640-58990910,18,22,NELFCD,novel_exon_skip,+,1,0.023936170212766,0.0236559139784946
chr20:58990232-58990910,31,93,NELFCD,annotated,+,1,0.0412234042553192,0.1
chr20:59036760-59038466,56,255,PRELID3B,annotated,-,1,0.074468085106383,0.274193548387097
chr20:5911682-5912563,0,0,CHGB,novel_acceptor,+,3,0,0
chr20:5912706-5914618,0,0,CHGB,novel_donor,+,7,0,0
chr20:5912706-5916326,0,1,CHGB,novel_donor,+,5,0,0.0010752688172043
chr20:5914713-5916326,10,23,CHGB,annotated,+,7,0.0132978723404255,0.0247311827956989
chr20:5968025-5973056,6,31,MCM8,ambig_gene,+,1,0.00797872340425532,0.0333333333333333
chr20:5968025-5973056,6,31,RP5-967N21.13,ambig_gene,+,1,0.00797872340425532,0.0333333333333333
chr20:59737459-59743107,2,3,PHACTR3,novel_donor,+,1,0.00265957446808511,0.0032258064516129
chr20:5977379-5977876,13,46,MCM8,ambig_gene,+,1,0.0172872340425532,0.0494623655913979
chr20:5977379-5977876,13,46,RP5-967N21.13,ambig_gene,+,1,0.0172872340425532,0.0494623655913979
chr20:59882165-59885103,155,562,SYCP2,annotated,-,1,0.206117021276596,0.604301075268817
chr20:59941164-59942198,30,124,FAM217B,novel_donor,+,1,0.0398936170212766,0.133333333333333
chr20:6015490-6026171,8,37,CRLS1,ambig_gene,+,2,0.0106382978723404,0.0397849462365591
chr20:6026238-6031285,30,117,CRLS1,ambig_gene,+,2,0.0398936170212766,0.125806451612903
chr20:62003274-62006510,1,1,TAF4,novel_exon_skip,-,2,0.00132978723404255,0.0010752688172043
chr20:62127701-62130219,25,100,LSM14B,novel_exon_skip,+,1,0.0332446808510638,0.10752688172043
chr20:62129032-62129785,41,112,LSM14B,novel_donor,+,1,0.0545212765957447,0.120430107526882
chr20:62179356-62180169,66,142,SS18L1,annotated,+,1,0.0877659574468085,0.152688172043011
chr20:62308178-62308655,50,133,ADRM1,novel_exon_skip,+,1,0.0664893617021277,0.143010752688172
chr20:62310311-62310665,124,228,LAMA5,annotated,-,1,0.164893617021277,0.245161290322581
chr20:62314440-62314799,24,32,LAMA5,novel_exon_skip,-,1,0.0319148936170213,0.0344086021505376
chr20:62322449-62323456,6,9,LAMA5,novel_exon_skip,-,1,0.00797872340425532,0.00967741935483871
chr20:62325546-62326865,2,1,LAMA5,novel_exon_skip,-,2,0.00265957446808511,0.0010752688172043
chr20:62336786-62336904,62,177,LAMA5,annotated,-,2,0.0824468085106383,0.190322580645161
chr20:62336986-62337590,64,168,LAMA5,annotated,-,4,0.0851063829787234,0.180645161290323
chr20:62642553-62667745,4,13,SLCO4A1,novel_exon_skip,+,2,0.00531914893617021,0.0139784946236559
chr20:62642782-62656359,43,108,SLCO4A1,novel_donor,+,2,0.0571808510638298,0.116129032258065
chr20:62670120-62671750,97,286,SLCO4A1,novel_donor,+,1,0.128989361702128,0.30752688172043
chr20:62798668-62798853,244,800,MRGBP,novel_acceptor,+,1,0.324468085106383,0.860215053763441
chr20:62852722-62854016,222,718,TCFL5,novel_acceptor,-,1,0.295212765957447,0.772043010752688
