gene_name,paste_into_igv_junction,group,auc,fpr_value,tpr_value,value_not_path,value_tdp_path,frac_ob_not_path,frac_ob_tdp_path,n_samples_not_path,n_samples_tdp_path,true_dark,strand,datasets_detected,new_cate,tdp43_sensitivity_be2,tdp43_sensitivity_sh,chx_effect,upf1_effect,smg1_effect
PKD1P5,chr16:18392703-18394371,RiMOD,0.531481481481482,0.0370370370370371,0.1,1,2,0.037037037037037,0.1,27,20,,-,Brown-SHSY5Y,"","","","","",""
LINC02588,chr14:26779879-26806236,Cord,0.488348559120618,0.0261437908496732,0.00284090909090909,0,0,0,0,153,704,,+,Brown-SHSY5Y,"","","","","",""
LINC02588,chr14:26779879-26806236,Motor Cortex,0.502247191011236,0,0.00449438202247191,0,0,0,0,89,445,,+,Brown-SHSY5Y,"","","","","",""
RP6-65G23.3,chr14:70809939-70810081,Cord,0.52359068627451,0.130718954248366,0.177556818181818,7,43,0.0457516339869281,0.0610795454545455,153,704,,+,Brown-SHSY5Y,"","","","","",""
RP6-65G23.3,chr14:70809939-70810081,FTD frontal/temporal,0.471813186813187,0.176923076923077,0.128571428571429,4,4,0.0307692307692308,0.0571428571428571,130,70,,+,Brown-SHSY5Y,"","","","","",""
RP6-65G23.3,chr14:70809939-70810081,Motor Cortex,0.473008458527964,0.269662921348315,0.233707865168539,3,24,0.0337078651685393,0.0539325842696629,89,445,,+,Brown-SHSY5Y,"","","","","",""
RP6-65G23.3,chr14:70809939-70810081,RiMOD,0.401851851851852,0.222222222222222,0.05,4,1,0.148148148148148,0.05,27,20,,+,Brown-SHSY5Y,"","","","","",""
GEMIN7-AS1,chr19:45085640-45090069,Cord,0.492925579322638,0.0588235294117647,0.0440340909090909,8,31,0.0522875816993464,0.0440340909090909,153,704,,-,Brown-SHSY5Y,"","","","","",""
GEMIN7-AS1,chr19:45085640-45090069,FTD frontal/temporal,0.495659340659341,0.0230769230769231,0.0142857142857143,2,1,0.0153846153846154,0.0142857142857143,130,70,,-,Brown-SHSY5Y,"","","","","",""
GEMIN7-AS1,chr19:45085640-45090069,Motor Cortex,0.503370786516854,0,0.00674157303370787,0,3,0,0.00674157303370787,89,445,,-,Brown-SHSY5Y,"","","","","",""
GEMIN7-AS1,chr19:45085640-45090069,RiMOD,0.439814814814815,0.481481481481482,0.35,8,3,0.296296296296296,0.15,27,20,,-,Brown-SHSY5Y,"","","","","",""
CTD-2619J13.8,chr19:58352555-58352928,Cord,0.483516228461081,0.0457516339869281,0.0127840909090909,7,9,0.0457516339869281,0.0127840909090909,153,704,,-,Brown-SHSY5Y,"","","","","",""
CTD-2619J13.8,chr19:58352555-58352928,FTD frontal/temporal,0.524725274725275,0.00769230769230767,0.0571428571428571,1,4,0.00769230769230769,0.0571428571428571,130,70,,-,Brown-SHSY5Y,"","","","","",""
CTD-2619J13.8,chr19:58352555-58352928,Motor Cortex,0.501123595505618,0,0.00224719101123596,0,1,0,0.00224719101123596,89,445,,-,Brown-SHSY5Y,"","","","","",""
A1BG-AS1,chr19:58347844-58353714,Cord,0.604222370766488,0.42483660130719,0.578125,118,443,0.77124183006536,0.629261363636364,153,704,,+,Brown-SHSY5Y,"","","","","",""
A1BG-AS1,chr19:58347844-58353714,FTD frontal/temporal,0.586043956043956,0.469230769230769,0.6,116,61,0.892307692307692,0.871428571428572,130,70,,+,Brown-SHSY5Y,"","","","","",""
A1BG-AS1,chr19:58347844-58353714,Motor Cortex,0.503118293144805,0.539325842696629,0.555056179775281,75,373,0.842696629213483,0.838202247191011,89,445,,+,Brown-SHSY5Y,"","","","","",""
A1BG-AS1,chr19:58347844-58353714,RiMOD,0.55462962962963,0.407407407407407,0.55,22,17,0.814814814814815,0.85,27,20,,+,Brown-SHSY5Y,"","","","","",""
CTD-3105H18.18,chr19:12457576-12484655,Cord,0.490952725787285,0.163398692810458,0.150568181818182,12,25,0.0784313725490196,0.0355113636363636,153,704,,-,Brown-SHSY5Y,"","","","","",""
CTD-3105H18.18,chr19:12457576-12484655,FTD frontal/temporal,0.465989010989011,0.115384615384615,0.0428571428571429,3,2,0.0230769230769231,0.0285714285714286,130,70,,-,Brown-SHSY5Y,"","","","","",""
CTD-3105H18.18,chr19:12457576-12484655,Motor Cortex,0.47030677944704,0.179775280898876,0.11685393258427,4,15,0.0449438202247191,0.0337078651685393,89,445,,-,Brown-SHSY5Y,"","","","","",""
CTD-3105H18.18,chr19:12457576-12484655,RiMOD,0.637037037037037,0.185185185185185,0.4,0,4,0,0.2,27,20,,-,Brown-SHSY5Y,"","","","","",""
WDR5B-DT,chr3:122416250-122432467,Cord,0.516460561497327,0.398692810457516,0.414772727272727,45,234,0.294117647058824,0.332386363636364,153,704,,+,Brown-SHSY5Y,"","","","","",""
WDR5B-DT,chr3:122416250-122432467,FTD frontal/temporal,0.473626373626374,0.376923076923077,0.3,17,8,0.130769230769231,0.114285714285714,130,70,,+,Brown-SHSY5Y,"","","","","",""
WDR5B-DT,chr3:122416250-122432467,Motor Cortex,0.470950637545765,0.325842696629214,0.298876404494382,11,41,0.123595505617978,0.0921348314606742,89,445,,+,Brown-SHSY5Y,"","","","","",""
WDR5B-DT,chr3:122416250-122432467,RiMOD,0.524074074074074,0.407407407407407,0.4,5,6,0.185185185185185,0.3,27,20,,+,Brown-SHSY5Y,"","","","","",""
ACACA,chr17:37339850-37365443,Cord,0.511860331253714,0.143790849673203,0.163352272727273,8,30,0.0522875816993464,0.0426136363636364,153,704,,-,Brown-SHSY5Y,"","","","","",""
ACACA,chr17:37339850-37365443,FTD frontal/temporal,0.450604395604396,0.330769230769231,0.242857142857143,20,8,0.153846153846154,0.114285714285714,130,70,,-,Brown-SHSY5Y,"","","","","",""
ACACA,chr17:37339850-37365443,Motor Cortex,0.529364979169297,0.235955056179775,0.28314606741573,8,53,0.0898876404494382,0.119101123595506,89,445,,-,Brown-SHSY5Y,"","","","","",""
ACACA,chr17:37339850-37365443,RiMOD,0.461111111111111,0.37037037037037,0.3,6,5,0.222222222222222,0.25,27,20,,-,Brown-SHSY5Y,"","","","","",""
AC006115.7,chr19:56810228-56821728,Cord,0.494485294117647,0.0196078431372549,0.00852272727272727,1,0,0.0065359477124183,0,153,704,,+,Brown-SHSY5Y,"","","","","",""
AC006115.7,chr19:56810228-56821728,FTD frontal/temporal,0.496153846153846,0.00769230769230767,0,0,0,0,0,130,70,,+,Brown-SHSY5Y,"","","","","",""
AC006115.7,chr19:56810228-56821728,Motor Cortex,0.49886377982578,0.0112359550561798,0.00898876404494382,0,1,0,0.00224719101123596,89,445,,+,Brown-SHSY5Y,"","","","","",""
AC006115.7,chr19:56810228-56822211,Cord,0.497479389483066,0.0522875816993464,0.046875,4,22,0.0261437908496732,0.03125,153,704,,+,Brown-SHSY5Y,"","","","","",""
AC006115.7,chr19:56810228-56822211,FTD frontal/temporal,0.483791208791209,0.0461538461538461,0.0142857142857143,6,0,0.0461538461538462,0,130,70,,+,Brown-SHSY5Y,"","","","","",""
AC006115.7,chr19:56810228-56822211,Motor Cortex,0.482880949375079,0.0786516853932584,0.0449438202247191,6,14,0.0674157303370787,0.0314606741573034,89,445,,+,Brown-SHSY5Y,"","","","","",""
AC006115.7,chr19:56810228-56822211,RiMOD,0.573148148148148,0.222222222222222,0.35,5,5,0.185185185185185,0.25,27,20,,+,Brown-SHSY5Y,"","","","","",""
FNIP1,chr5:131677872-131698917,Cord,0.538291926619133,0.254901960784314,0.322443181818182,9,81,0.0588235294117647,0.115056818181818,153,704,,-,"Brown-SHSY5Y, CHX -SHY5Y","","","",non-NMD rescued,"",""
FNIP1,chr5:131677872-131698917,FTD frontal/temporal,0.503076923076923,0.269230769230769,0.257142857142857,8,3,0.0615384615384615,0.0428571428571429,130,70,,-,"Brown-SHSY5Y, CHX -SHY5Y","","","",non-NMD rescued,"",""
FNIP1,chr5:131677872-131698917,Motor Cortex,0.515465219038,0.235955056179775,0.267415730337079,8,46,0.0898876404494382,0.103370786516854,89,445,,-,"Brown-SHSY5Y, CHX -SHY5Y","","","",non-NMD rescued,"",""
FNIP1,chr5:131677872-131698917,RiMOD,0.538888888888889,0.296296296296296,0.35,6,5,0.222222222222222,0.25,27,20,,-,"Brown-SHSY5Y, CHX -SHY5Y","","","",non-NMD rescued,"",""
TRAM2-AS1,chr6:52577651-52578050,Cord,0.508457739156269,0.542483660130719,0.569602272727273,84,401,0.549019607843137,0.569602272727273,153,704,,+,"Brown-SHSY5Y, Brown-SKNBE2","","","","","",""
TRAM2-AS1,chr6:52577651-52578050,FTD frontal/temporal,0.573021978021978,0.553846153846154,0.628571428571429,40,15,0.307692307692308,0.214285714285714,130,70,,+,"Brown-SHSY5Y, Brown-SKNBE2","","","","","",""
TRAM2-AS1,chr6:52577651-52578050,Motor Cortex,0.504721626057316,0.51685393258427,0.568539325842697,31,128,0.348314606741573,0.287640449438202,89,445,,+,"Brown-SHSY5Y, Brown-SKNBE2","","","","","",""
TRAM2-AS1,chr6:52577651-52578050,RiMOD,0.594444444444444,0.37037037037037,0.5,11,11,0.407407407407407,0.55,27,20,,+,"Brown-SHSY5Y, Brown-SKNBE2","","","","","",""
CYP4F29P,chr21:13847123-13848090,Cord,0.496620617944147,0.0196078431372549,0.0127840909090909,1,4,0.0065359477124183,0.00568181818181818,153,704,,-,Brown-SHSY5Y,"","","","","",""
CYP4F29P,chr21:13847123-13848090,Motor Cortex,0.497790682994571,0.0112359550561798,0.00674157303370787,0,1,0,0.00224719101123596,89,445,,-,Brown-SHSY5Y,"","","","","",""
DPY19L1P1,chr7:32716809-32723513,Cord,0.50732508912656,0.0326797385620915,0.046875,1,4,0.0065359477124183,0.00568181818181818,153,704,,-,Brown-SHSY5Y,"","","","","",""
DPY19L1P1,chr7:32716809-32723513,FTD frontal/temporal,0.499230769230769,0.0461538461538461,0.0428571428571429,1,0,0.00769230769230769,0,130,70,,-,Brown-SHSY5Y,"","","","","",""
DPY19L1P1,chr7:32716809-32723513,Motor Cortex,0.503370786516854,0.0224719101123596,0.0292134831460674,0,1,0,0.00224719101123596,89,445,,-,Brown-SHSY5Y,"","","","","",""
DPY19L1P1,chr7:32716809-32723513,RiMOD,0.498148148148148,0.111111111111111,0.1,1,1,0.037037037037037,0.05,27,20,,-,Brown-SHSY5Y,"","","","","",""
BMS1P4-AGAP5,chr10:73713332-73719160,Cord,0.496448863636364,0.366013071895425,0.339488636363636,19,104,0.124183006535948,0.147727272727273,153,704,,-,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
BMS1P4-AGAP5,chr10:73713332-73719160,FTD frontal/temporal,0.559120879120879,0.607692307692308,0.657142857142857,51,20,0.392307692307692,0.285714285714286,130,70,,-,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
BMS1P4-AGAP5,chr10:73713332-73719160,Motor Cortex,0.524529731094559,0.404494382022472,0.433707865168539,27,145,0.303370786516854,0.325842696629214,89,445,,-,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
BMS1P4-AGAP5,chr10:73713332-73719160,RiMOD,0.59537037037037,0.481481481481482,0.65,21,14,0.777777777777778,0.7,27,20,,-,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
NNT-AS1,chr5:43579200-43583467,Cord,0.532266599821747,0.483660130718954,0.559659090909091,138,654,0.901960784313725,0.928977272727273,153,704,,-,Brown-SHSY5Y,"","","","","",""
NNT-AS1,chr5:43579200-43583467,FTD frontal/temporal,0.487692307692308,0.415384615384615,0.414285714285714,94,42,0.723076923076923,0.6,130,70,,-,Brown-SHSY5Y,"","","","","",""
NNT-AS1,chr5:43579200-43583467,Motor Cortex,0.485090266380507,0.393258426966292,0.404494382022472,67,335,0.752808988764045,0.752808988764045,89,445,,-,Brown-SHSY5Y,"","","","","",""
NNT-AS1,chr5:43579200-43583467,RiMOD,0.597222222222222,0.518518518518519,0.7,5,4,0.185185185185185,0.2,27,20,,-,Brown-SHSY5Y,"","","","","",""
CTC-260F20.3,chr19:19527770-19532632,Cord,0.431302918894831,0.418300653594771,0.323863636363636,28,72,0.183006535947712,0.102272727272727,153,704,,+,"Brown-SHSY5Y, UPF1 - i3Cortical","","","","",NMD rescued,""
CTC-260F20.3,chr19:19527770-19532632,FTD frontal/temporal,0.566703296703296,0.284615384615385,0.428571428571429,17,14,0.130769230769231,0.2,130,70,,+,"Brown-SHSY5Y, UPF1 - i3Cortical","","","","",NMD rescued,""
CTC-260F20.3,chr19:19527770-19532632,Motor Cortex,0.448339856078778,0.325842696629214,0.224719101123596,9,25,0.101123595505618,0.0561797752808989,89,445,,+,"Brown-SHSY5Y, UPF1 - i3Cortical","","","","",NMD rescued,""
CTC-260F20.3,chr19:19527770-19532632,RiMOD,0.716666666666667,0.111111111111111,0.45,3,6,0.111111111111111,0.3,27,20,,+,"Brown-SHSY5Y, UPF1 - i3Cortical","","","","",NMD rescued,""
ARHGEF25,chr12:57612896-57613264,Cord,0.517003676470588,0.202614379084967,0.228693181818182,5,28,0.0326797385620915,0.0397727272727273,153,704,,+,Brown-SHSY5Y,"","","","","",""
ARHGEF25,chr12:57612896-57613264,FTD frontal/temporal,0.507857142857143,0.176923076923077,0.185714285714286,2,3,0.0153846153846154,0.0428571428571429,130,70,,+,Brown-SHSY5Y,"","","","","",""
ARHGEF25,chr12:57612896-57613264,Motor Cortex,0.467554601691706,0.179775280898876,0.112359550561798,2,7,0.0224719101123596,0.0157303370786517,89,445,,+,Brown-SHSY5Y,"","","","","",""
ARHGEF25,chr12:57612896-57613264,RiMOD,0.451851851851852,0.185185185185185,0.1,2,0,0.0740740740740741,0,27,20,,+,Brown-SHSY5Y,"","","","","",""
PEDS1,chr20:50129690-50143502,Cord,0.495446189839572,0.411764705882353,0.410511363636364,44,165,0.287581699346405,0.234375,153,704,,-,"Brown-SHSY5Y, Humphrey-i3Cortical, Humphrey-i3Cortical, Seddighi-i3Cortical","","","","","",""
PEDS1,chr20:50129690-50143502,FTD frontal/temporal,0.523131868131868,0.538461538461538,0.585714285714286,24,16,0.184615384615385,0.228571428571429,130,70,,-,"Brown-SHSY5Y, Humphrey-i3Cortical, Humphrey-i3Cortical, Seddighi-i3Cortical","","","","","",""
PEDS1,chr20:50129690-50143502,Motor Cortex,0.472326726423432,0.438202247191011,0.393258426966292,14,59,0.157303370786517,0.132584269662921,89,445,,-,"Brown-SHSY5Y, Humphrey-i3Cortical, Humphrey-i3Cortical, Seddighi-i3Cortical","","","","","",""
PEDS1,chr20:50129690-50143502,RiMOD,0.631481481481482,0.296296296296296,0.55,7,11,0.259259259259259,0.55,27,20,,-,"Brown-SHSY5Y, Humphrey-i3Cortical, Humphrey-i3Cortical, Seddighi-i3Cortical","","","","","",""
PEDS1,chr20:50130947-50131020,Cord,0.495023767082591,0.124183006535948,0.115056818181818,6,14,0.0392156862745098,0.0198863636363636,153,704,,-,Brown-SHSY5Y,"","","","","",""
PEDS1,chr20:50130947-50131020,FTD frontal/temporal,0.505384615384616,0.107692307692308,0.114285714285714,1,1,0.00769230769230769,0.0142857142857143,130,70,,-,Brown-SHSY5Y,"","","","","",""
PEDS1,chr20:50130947-50131020,Motor Cortex,0.49752556495392,0.0898876404494382,0.0853932584269663,1,6,0.0112359550561798,0.0134831460674157,89,445,,-,Brown-SHSY5Y,"","","","","",""
PEDS1,chr20:50130947-50131020,RiMOD,0.52037037037037,0.111111111111111,0.15,2,0,0.0740740740740741,0,27,20,,-,Brown-SHSY5Y,"","","","","",""
PLA2G4B,chr15:41844607-41845203,Cord,0.511173314022579,0.0849673202614379,0.105113636363636,7,13,0.0457516339869281,0.0184659090909091,153,704,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
PLA2G4B,chr15:41844607-41845203,FTD frontal/temporal,0.539505494505494,0.253846153846154,0.342857142857143,10,12,0.0769230769230769,0.171428571428571,130,70,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
PLA2G4B,chr15:41844607-41845203,Motor Cortex,0.481681605857846,0.157303370786517,0.119101123595506,6,14,0.0674157303370787,0.0314606741573034,89,445,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
PLA2G4B,chr15:41844607-41845203,RiMOD,0.585185185185185,0.259259259259259,0.4,3,4,0.111111111111111,0.2,27,20,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
UBL7-AS1,chr15:74462098-74465037,Cord,0.521520350564468,0.104575163398693,0.147727272727273,6,20,0.0392156862745098,0.0284090909090909,153,704,,+,Brown-SHSY5Y,"","","","","",""
UBL7-AS1,chr15:74462098-74465037,FTD frontal/temporal,0.506043956043956,0.0307692307692308,0.0428571428571429,2,0,0.0153846153846154,0,130,70,,+,Brown-SHSY5Y,"","","","","",""
UBL7-AS1,chr15:74462098-74465037,Motor Cortex,0.497550814291125,0.0337078651685393,0.0292134831460674,0,1,0,0.00224719101123596,89,445,,+,Brown-SHSY5Y,"","","","","",""
UBL7-AS1,chr15:74462098-74465037,RiMOD,0.542592592592593,0.111111111111111,0.2,2,2,0.0740740740740741,0.1,27,20,,+,Brown-SHSY5Y,"","","","","",""
OIP5-AS1,chr15:41287700-41288052,Never observed,,,,0,0,0,0,,,,+,Brown-SHSY5Y,"","","","","",""
OIP5-AS1,chr15:41286100-41297834,Cord,0.479881535947713,0.163398692810458,0.129261363636364,6,16,0.0392156862745098,0.0227272727272727,153,704,,+,Brown-SHSY5Y,"","","","","",""
OIP5-AS1,chr15:41286100-41297834,FTD frontal/temporal,0.450164835164835,0.176923076923077,0.0714285714285714,6,0,0.0461538461538462,0,130,70,,+,Brown-SHSY5Y,"","","","","",""
OIP5-AS1,chr15:41286100-41297834,Motor Cortex,0.50499936876657,0.213483146067416,0.226966292134832,5,26,0.0561797752808989,0.0584269662921348,89,445,,+,Brown-SHSY5Y,"","","","","",""
OIP5-AS1,chr15:41286100-41297834,RiMOD,0.52037037037037,0.296296296296296,0.3,3,3,0.111111111111111,0.15,27,20,,+,Brown-SHSY5Y,"","","","","",""
CTC-338M12.5,chr5:181192140-181193342,Cord,0.532336229946524,0.320261437908497,0.382102272727273,24,117,0.156862745098039,0.166193181818182,153,704,,+,Brown-SHSY5Y,"","","","","",""
CTC-338M12.5,chr5:181192140-181193342,FTD frontal/temporal,0.508021978021978,0.323076923076923,0.342857142857143,22,9,0.169230769230769,0.128571428571429,130,70,,+,Brown-SHSY5Y,"","","","","",""
CTC-338M12.5,chr5:181192140-181193342,Motor Cortex,0.478828430753693,0.325842696629214,0.285393258426966,13,39,0.146067415730337,0.0876404494382022,89,445,,+,Brown-SHSY5Y,"","","","","",""
CTC-338M12.5,chr5:181192140-181193342,RiMOD,0.543518518518519,0.296296296296296,0.35,3,2,0.111111111111111,0.1,27,20,,+,Brown-SHSY5Y,"","","","","",""
RP11-386G11.10,chr12:49128665-49185718,Never observed,,,,0,0,0,0,,,,+,Brown-SHSY5Y,"","","","","",""
CORO7,chr16:4357259-4358367,Cord,0.47476140077243,0.215686274509804,0.159090909090909,10,29,0.065359477124183,0.0411931818181818,153,704,,-,Brown-SHSY5Y,"","","","","",""
CORO7,chr16:4357259-4358367,FTD frontal/temporal,0.546208791208791,0.161538461538462,0.242857142857143,4,6,0.0307692307692308,0.0857142857142857,130,70,,-,Brown-SHSY5Y,"","","","","",""
CORO7,chr16:4357259-4358367,Motor Cortex,0.471897487690948,0.134831460674157,0.0741573033707865,1,9,0.0112359550561798,0.0202247191011236,89,445,,-,Brown-SHSY5Y,"","","","","",""
CORO7,chr16:4357259-4358367,RiMOD,0.564814814814815,0.111111111111111,0.25,2,1,0.0740740740740741,0.05,27,20,,-,Brown-SHSY5Y,"","","","","",""
RP11-447L10.1,chr3:196316842-196316974,Cord,0.50061274509804,0.104575163398693,0.105113636363636,1,21,0.0065359477124183,0.0298295454545455,153,704,,-,Brown-SHSY5Y,"","","","","",""
RP11-447L10.1,chr3:196316842-196316974,FTD frontal/temporal,0.390274725274725,0.315384615384615,0.1,17,1,0.130769230769231,0.0142857142857143,130,70,,-,Brown-SHSY5Y,"","","","","",""
RP11-447L10.1,chr3:196316842-196316974,Motor Cortex,0.488574674914784,0.179775280898876,0.155056179775281,4,19,0.0449438202247191,0.0426966292134831,89,445,,-,Brown-SHSY5Y,"","","","","",""
RP11-447L10.1,chr3:196316842-196316974,RiMOD,0.532407407407407,0.481481481481482,0.55,15,10,0.555555555555556,0.5,27,20,,-,Brown-SHSY5Y,"","","","","",""
TBC1D3,chr17:38189609-38190710,Cord,0.484941325014854,0.281045751633987,0.254261363636364,11,53,0.0718954248366013,0.0752840909090909,153,704,,-,Brown-SHSY5Y,"","","","","",""
TBC1D3,chr17:38189609-38190710,FTD frontal/temporal,0.525384615384616,0.376923076923077,0.457142857142857,21,8,0.161538461538462,0.114285714285714,130,70,,-,Brown-SHSY5Y,"","","","","",""
TBC1D3,chr17:38189609-38190710,Motor Cortex,0.494180027774271,0.280898876404494,0.269662921348315,8,37,0.0898876404494382,0.0831460674157303,89,445,,-,Brown-SHSY5Y,"","","","","",""
TBC1D3,chr17:38189609-38190710,RiMOD,0.487962962962963,0.0740740740740741,0.05,2,1,0.0740740740740741,0.05,27,20,,-,Brown-SHSY5Y,"","","","","",""
LINC01176,chr7:30403022-30403602,Cord,0.564797794117648,0.339869281045752,0.455965909090909,28,212,0.183006535947712,0.301136363636364,153,704,,+,Brown-SHSY5Y,"","","","","",""
LINC01176,chr7:30403022-30403602,FTD frontal/temporal,0.512692307692307,0.292307692307692,0.328571428571429,10,6,0.0769230769230769,0.0857142857142857,130,70,,+,Brown-SHSY5Y,"","","","","",""
LINC01176,chr7:30403022-30403602,Motor Cortex,0.511463199091024,0.213483146067416,0.244943820224719,2,35,0.0224719101123596,0.0786516853932584,89,445,,+,Brown-SHSY5Y,"","","","","",""
LINC01176,chr7:30403022-30403602,RiMOD,0.475,0.518518518518519,0.6,7,8,0.259259259259259,0.4,27,20,,+,Brown-SHSY5Y,"","","","","",""
FRG1CP,chr20:28600719-28602609,Cord,0.502734142899584,0.248366013071895,0.255681818181818,7,35,0.0457516339869281,0.0497159090909091,153,704,,-,Brown-SHSY5Y,"","","","","",""
FRG1CP,chr20:28600719-28602609,FTD frontal/temporal,0.428186813186813,0.330769230769231,0.2,14,5,0.107692307692308,0.0714285714285714,130,70,,-,Brown-SHSY5Y,"","","","","",""
FRG1CP,chr20:28600719-28602609,Motor Cortex,0.470029036737786,0.359550561797753,0.289887640449438,13,50,0.146067415730337,0.112359550561798,89,445,,-,Brown-SHSY5Y,"","","","","",""
FRG1CP,chr20:28600719-28602609,RiMOD,0.507407407407407,0.259259259259259,0.25,6,7,0.222222222222222,0.35,27,20,,-,Brown-SHSY5Y,"","","","","",""
RP11-512M8.12,chr12:122226653-122227356,Never observed,,,,0,0,0,0,,,,-,Brown-SHSY5Y,"","","","","",""
RP11-706O15.1,chrX:3826898-3865314,Cord,0.500710227272727,0,0.00142045454545455,0,0,0,0,153,704,,-,Brown-SHSY5Y,"","","","","",""
RP11-706O15.1,chrX:3826898-3865314,Motor Cortex,0.501123595505618,0,0.00224719101123596,0,0,0,0,89,445,,-,Brown-SHSY5Y,"","","","","",""
LLNLR-271E8.1,chr19:58589114-58589211,Cord,0.510922645573381,0.607843137254902,0.606534090909091,30,132,0.196078431372549,0.1875,153,704,,+,Brown-SHSY5Y,"","","","","",""
LLNLR-271E8.1,chr19:58589114-58589211,FTD frontal/temporal,0.47510989010989,0.192307692307692,0.142857142857143,12,1,0.0923076923076923,0.0142857142857143,130,70,,+,Brown-SHSY5Y,"","","","","",""
LLNLR-271E8.1,chr19:58589114-58589211,Motor Cortex,0.511879813154905,0.179775280898876,0.204494382022472,4,19,0.0449438202247191,0.0426966292134831,89,445,,+,Brown-SHSY5Y,"","","","","",""
RP11-571M6.19,chr12:57622641-57624866,Cord,0.489369800950683,0.0326797385620915,0.0113636363636364,1,5,0.0065359477124183,0.00710227272727273,153,704,,+,Brown-SHSY5Y,"","","","","",""
RP11-571M6.19,chr12:57622641-57624866,FTD frontal/temporal,0.503351648351648,0.00769230769230767,0.0142857142857143,0,0,0,0,130,70,,+,Brown-SHSY5Y,"","","","","",""
RP11-571M6.19,chr12:57622641-57624866,Motor Cortex,0.501060472162606,0.0112359550561798,0.0134831460674157,0,1,0,0.00224719101123596,89,445,,+,Brown-SHSY5Y,"","","","","",""
XXbac-BPG118E17.11,chr6:30924560-30925544,Cord,0.543231023469994,0.588235294117647,0.637784090909091,35,102,0.228758169934641,0.144886363636364,153,704,,+,Brown-SHSY5Y,"","","","","",""
XXbac-BPG118E17.11,chr6:30924560-30925544,FTD frontal/temporal,0.552417582417583,0.569230769230769,0.742857142857143,64,31,0.492307692307692,0.442857142857143,130,70,,+,Brown-SHSY5Y,"","","","","",""
XXbac-BPG118E17.11,chr6:30924560-30925544,Motor Cortex,0.469751294028532,0.460674157303371,0.370786516853933,27,75,0.303370786516854,0.168539325842697,89,445,,+,Brown-SHSY5Y,"","","","","",""
XXbac-BPG118E17.11,chr6:30924560-30925544,RiMOD,0.517592592592593,0.703703703703704,0.65,10,8,0.37037037037037,0.4,27,20,,+,Brown-SHSY5Y,"","","","","",""
SKIV2L,chr6:31961094-31961547,Cord,0.502218879976233,0.320261437908497,0.339488636363636,26,101,0.169934640522876,0.143465909090909,153,704,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
SKIV2L,chr6:31961094-31961547,FTD frontal/temporal,0.545384615384615,0.346153846153846,0.442857142857143,26,18,0.2,0.257142857142857,130,70,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
SKIV2L,chr6:31961094-31961547,Motor Cortex,0.458262845600303,0.314606741573034,0.242696629213483,16,33,0.179775280898876,0.0741573033707865,89,445,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
SKIV2L,chr6:31961094-31961547,RiMOD,0.509259259259259,0.37037037037037,0.35,9,4,0.333333333333333,0.2,27,20,,+,"Brown-SHSY5Y, Brown-SHSY5Y","","","","","",""
ATP6V0E2-AS1,chr7:149869858-149871642,Cord,0.516130978906714,0.581699346405229,0.605113636363636,50,177,0.326797385620915,0.251420454545455,153,704,,-,Brown-SHSY5Y,"","","","","",""
ATP6V0E2-AS1,chr7:149869858-149871642,FTD frontal/temporal,0.499945054945055,0.407692307692308,0.471428571428571,37,18,0.284615384615385,0.257142857142857,130,70,,-,Brown-SHSY5Y,"","","","","",""
ATP6V0E2-AS1,chr7:149869858-149871642,Motor Cortex,0.544426208812019,0.314606741573034,0.426966292134831,20,136,0.224719101123596,0.30561797752809,89,445,,-,Brown-SHSY5Y,"","","","","",""
ATP6V0E2-AS1,chr7:149869858-149871642,RiMOD,0.6,0.481481481481482,0.65,17,13,0.62962962962963,0.65,27,20,,-,Brown-SHSY5Y,"","","","","",""
RGL3,chr19:11402247-11402650,Cord,0.511006201723114,0.137254901960784,0.159090909090909,9,27,0.0588235294117647,0.0383522727272727,153,704,,-,Brown-SHSY5Y,"","","","","",""
RGL3,chr19:11402247-11402650,FTD frontal/temporal,0.551208791208791,0.0692307692307692,0.171428571428571,1,2,0.00769230769230769,0.0285714285714286,130,70,,-,Brown-SHSY5Y,"","","","","",""
RGL3,chr19:11402247-11402650,Motor Cortex,0.476227749021588,0.0898876404494382,0.0426966292134831,2,2,0.0224719101123596,0.00449438202247191,89,445,,-,Brown-SHSY5Y,"","","","","",""
RGL3,chr19:11402247-11402650,RiMOD,0.561111111111111,0.0740740740740741,0.2,1,1,0.037037037037037,0.05,27,20,,-,Brown-SHSY5Y,"","","","","",""
DOK6,chr18:69401310-69402865,Cord,0.500710227272727,0,0.00142045454545455,0,1,0,0.00142045454545455,153,704,,+,Brown-SHSY5Y,"","","","","",""
